TIME,SEGMENTID,SPEED
12/04/2014 11:50:32 PM,1036,19
12/06/2014 11:50:32 PM,1036,-1
12/21/2014 11:50:32 PM,1036,-1
01/26/2013 11:50:32 PM,1036,-1
02/15/2013 11:50:32 PM,1036,-1
02/24/2013 11:50:32 PM,1036,-1
12/17/2014 11:50:32 PM,1036,-1
12/19/2014 11:50:32 PM,1036,-1
12/17/2014 11:50:32 PM,1036,19
02/17/2013 11:50:32 PM,1036,-1
02/16/2013 11:50:32 PM,1036,-1
12/03/2014 11:50:32 PM,1036,-1
02/19/2013 11:50:32 PM,1036,18
12/06/2014 11:50:32 PM,1036,-1
02/03/2013 11:50:32 PM,1036,-1
12/14/2014 11:50:32 PM,1036,-1
02/06/2013 11:50:32 PM,1036,19
12/22/2014 11:50:32 PM,1036,19
02/28/2013 11:50:32 PM,1036,-1
12/26/2014 11:50:32 PM,1036,-1
11/29/2014 11:50:32 PM,1036,-1
02/11/2013 11:50:32 PM,1036,-1
02/23/2013 11:50:32 PM,1036,-1
02/06/2013 11:50:32 PM,1036,-1
02/11/2013 11:50:32 PM,1036,-1
11/25/2014 11:50:32 PM,1036,19
02/13/2013 11:50:32 PM,1036,-1
11/29/2014 11:50:32 PM,1036,-1
11/26/2014 11:50:32 PM,1036,19
01/20/2013 11:50:32 PM,1036,-1
02/17/2013 11:50:32 PM,1036,-1
02/19/2013 11:50:32 PM,1036,19
12/02/2014 11:50:32 PM,1036,-1
01/22/2013 11:50:32 PM,1036,-1
02/21/2013 11:50:32 PM,1036,19
12/18/2014 11:50:32 PM,1036,-1
12/25/2014 11:50:32 PM,1036,-1
02/08/2013 11:50:32 PM,1036,-1
12/02/2014 11:50:32 PM,1036,-1
02/16/2013 11:50:32 PM,1036,-1
02/10/2013 11:50:32 PM,1036,-1
12/19/2014 11:50:32 PM,1036,-1
12/10/2014 11:50:32 PM,1036,-1
12/13/2014 11:50:32 PM,1036,-1
02/19/2013 11:50:32 PM,1036,19
02/24/2013 11:50:32 PM,1036,-1
02/08/2013 11:50:32 PM,1036,-1
02/24/2013 11:50:32 PM,1036,-1
12/21/2014 11:50:32 PM,1036,-1
12/15/2014 11:50:32 PM,1036,-1
02/28/2013 11:50:32 PM,1036,-1
02/18/2013 11:50:32 PM,1036,-1
12/06/2014 11:50:32 PM,1036,-1
12/06/2014 11:50:32 PM,1036,-1
02/28/2013 11:50:32 PM,1036,-1
02/20/2013 11:50:32 PM,1036,-1
01/22/2013 11:50:32 PM,1036,-1
11/26/2014 11:50:32 PM,1036,-1
01/27/2013 11:50:32 PM,1036,-1
12/28/2014 11:50:32 PM,1036,-1
02/24/2013 11:50:32 PM,1036,-1
01/24/2013 11:50:32 PM,1036,-1
12/14/2014 11:50:32 PM,1036,-1
12/10/2014 11:50:32 PM,1036,-1
02/12/2013 11:50:32 PM,1036,19
02/11/2013 11:50:32 PM,1036,-1
02/12/2013 11:50:32 PM,1036,-1
12/02/2014 11:50:32 PM,1036,19
01/18/2013 11:50:32 PM,1036,19
12/22/2014 11:50:32 PM,1036,-1
12/30/2014 11:50:32 PM,1036,-1
12/01/2014 11:50:32 PM,1036,-1
12/22/2014 11:50:32 PM,1036,19
02/12/2013 11:50:32 PM,1036,-1
01/30/2013 11:50:32 PM,1036,-1
12/13/2014 11:50:32 PM,1036,-1
12/28/2014 11:50:32 PM,1036,-1
12/27/2014 11:50:32 PM,1036,-1
11/25/2014 11:50:32 PM,1036,-1
01/18/2013 11:50:32 PM,1036,16
02/13/2013 11:50:32 PM,1036,19
12/10/2014 11:50:32 PM,1036,-1
12/10/2014 11:50:32 PM,1036,19
12/03/2014 11:50:32 PM,1036,29
12/24/2014 11:50:32 PM,1036,-1
02/14/2013 11:50:32 PM,1036,-1
02/15/2013 11:50:32 PM,1036,-1
12/16/2014 11:50:32 PM,1036,-1
02/15/2013 11:50:32 PM,1036,14
01/25/2013 11:50:32 PM,1036,19
11/27/2014 11:50:32 PM,1036,-1
02/07/2013 11:50:32 PM,1036,-1
01/16/2013 11:50:32 PM,1036,19
12/14/2014 11:50:32 PM,1036,-1
12/11/2014 11:50:32 PM,1036,19
02/04/2013 11:50:32 PM,1036,19
02/22/2013 11:50:32 PM,1036,11
01/28/2013 11:50:32 PM,1036,14
02/07/2013 11:50:32 PM,1036,-1
12/11/2014 11:50:32 PM,1036,24
11/26/2014 11:50:32 PM,1036,-1
01/29/2013 11:50:32 PM,1036,19
01/21/2013 11:50:32 PM,1036,19
12/30/2014 11:50:32 PM,1036,19
12/10/2014 11:50:32 PM,1036,-1
02/15/2013 11:50:32 PM,1036,-1
12/08/2014 11:50:32 PM,1036,-1
02/26/2013 11:50:32 PM,1036,-1
12/22/2014 11:50:32 PM,1036,-1
02/10/2013 11:50:32 PM,1036,-1
12/28/2014 11:50:32 PM,1036,-1
12/09/2014 11:50:32 PM,1036,12
11/27/2014 11:50:32 PM,1036,-1
01/31/2013 11:50:32 PM,1036,13
02/12/2013 11:50:32 PM,1036,19
12/09/2014 11:50:32 PM,1036,19
12/08/2014 11:50:32 PM,1036,-1
12/08/2014 11:50:32 PM,1036,19
12/12/2014 11:50:32 PM,1036,-1
02/14/2013 11:50:32 PM,1036,-1
02/18/2013 11:50:32 PM,1036,-1
12/17/2014 11:50:32 PM,1036,-1
02/27/2013 11:50:32 PM,1036,-1
02/14/2013 11:50:32 PM,1036,19
02/24/2013 11:50:32 PM,1036,-1
01/31/2013 11:50:32 PM,1036,-1
12/21/2014 11:50:32 PM,1036,-1
12/23/2014 11:50:32 PM,1036,-1
02/01/2013 11:50:32 PM,1036,-1
02/18/2013 11:50:32 PM,1036,19
01/21/2013 11:50:32 PM,1036,-1
12/23/2014 11:50:32 PM,1036,19
02/01/2013 11:50:32 PM,1036,19
12/17/2014 11:50:32 PM,1036,19
