congestion,congestionSpeed,warningcounts,weather,temperature,windspeed
0,1.457561728,0,1,278.46,2
0,2.083333333,0,3,274.53,4
0,1.69367284,0,1,280.65,6
0,1.49845679,0,1,274.25,5
0,2.083333333,0,3,275.96,4
0,1.734567901,0,5,268.16,7
0,1.457561728,0,0,287.84,4
0,1.965034965,0,1,274.34,2
0,1.734567901,0,1,282.16,4
0,2.385057471,0,6,281.2,3
0,1.49691358,0,3,275.96,7
0,2.047453704,0,0,281.12,3
0,2.040509259,0,1,289.94,5
0,2.012731481,0,1,283.46,3
0,1.457561728,0,6,281.43,7
0,1.665895062,0,3,281.96,1
0,1.966435185,0,1,278.46,0
0,2.171296296,0,0,268.34,3
0,1.684478372,0,1,294.48,4
0,1.633487654,0,3,280.06,2
0,2.125,0,0,291.51,3
0,1.449845679,0,1,279.58,5
0,1.645061728,0,1,283.649,6
0,1.699074074,0,1,285.193,6
0,2.125,0,6,263.42,2
0,1.473221423,0,1,279.15,2
0,1.665895062,0,1,273.09,5
0,2.00877193,0,1,289.56,5
0,1.966435185,0,1,287.04,2
0,2.076388889,0,1,278.51,4
0,2.012731481,0,1,285.153,3
0,1.337962963,0,5,276.75,9
0,1.716820988,0,1,284.36,6
0,1.739969136,0,4,275.96,7
0,2.107638889,0,0,291.51,3
0,2.083333333,0,0,280.5,2
0,1.722993827,0,1,282.39,1
0,2.166666667,0,5,276.38,4
0,2.040509259,0,5,289.664,4
0,1.462191358,0,1,283.649,5
0,2.047453704,0,1,286.53,2
0,1.966435185,0,5,273.95,5
0,1.965034965,0,0,278.51,4
0,1.74691358,0,1,285.193,3
0,2.232638889,0,0,278.46,2
0,2.166666667,0,1,292.294,3
0,1.69367284,0,6,274.55,8
0,1.966435185,0,1,296.37,1
0,1.675925926,0,0,282.16,2
0,2.125,0,1,283.64,4
0,1.74691358,0,0,275.42,2
0,2.125,0,6,290.95,7
0,1.363425926,0,1,295.94,8
0,2.048611111,0,6,275.76,5
0,1.645061728,0,5,283.14,7
0,1.514660494,0,0,283.64,2
0,1.356444444,0,0,265.87,3
0,1.457561728,0,1,273.54,2
0,1.675925926,0,1,275.4,3
0,2.232638889,0,6,281.45,1
0,1.633487654,0,1,280.56,6
0,1.716820988,0,1,283.59,7
0,2.127314815,0,6,271.39,5
0,2.244755245,0,1,285.832,3
0,2.001157407,0,0,281.15,4
0,1.758487654,0,3,272.46,9
0,2.047453704,0,0,280.65,4
0,2.048611111,0,5,291.871,2
0,2.125,0,5,278.43,6
0,1.76056338,0,4,284.47,4
0,2.130787037,0,1,296.37,5
0,1.684478372,0,0,283.64,2
0,1.486111111,0,1,287.1,5
0,2.012731481,0,5,281.15,2
0,1.684478372,0,1,289.821,7
0,2.012731481,0,0,280.65,3
0,1.74691358,0,3,258.93,4
0,2.041666667,0,1,289.56,0
0,1.356444444,0,0,277.59,5
0,2.174768519,0,1,293.185,3
0,1.317901235,0,0,287.15,9
0,2.171296296,0,1,265.87,2
0,1.464506173,0,1,283.649,5
0,1.758487654,0,0,279.24,1
0,1.333333333,0,0,285.05,5
0,1.711419753,0,1,279.48,5
0,1.684478372,0,5,271.39,8
0,2.171296296,0,5,283.14,3
0,2.206018519,0,5,294.62,3
0,1.602623457,0,1,290.948,4
0,2.048611111,0,6,284.47,4
0,1.633487654,0,1,280.65,7
0,1.49845679,0,1,285.45,5
0,1.377314815,0,3,289.05,8
0,1.317901235,0,1,274.13,4
0,1.69212963,0,1,286.46,2
0,1.462191358,0,1,282.662,7
0,1.633487654,0,1,274.34,9
0,1.377314815,0,1,291.51,5
0,1.722993827,0,0,279.85,5
0,2.142361111,0,0,279.58,2
0,1.69367284,0,1,291.51,5
0,1.633487654,0,0,289.56,4
0,2.232638889,0,7,268.16,9
0,1.966435185,0,5,285.15,7
0,2.166666667,0,4,289.05,1
0,2.048611111,0,4,277.43,2
0,1.672839506,0,1,287.953,7
0,2.048611111,0,1,292.294,2
0,1.684478372,0,4,281.15,5
0,1.709104938,0,0,294.02,6
0,2.00877193,0,5,281.43,2
0,1.473221423,0,2,294.62,11
0,1.449845679,0,5,274.55,9
0,1.366512346,0,1,283.64,4
0,2.166666667,0,1,292.294,3
0,1.68904321,0,1,282.7,4
0,2.171296296,0,6,290.934,2
0,1.50308642,0,1,294.48,7
0,1.966435185,0,0,279.58,4
0,2.166666667,0,5,275.15,3
0,1.709104938,0,1,276.28,1
0,1.965034965,0,1,293.185,3
0,1.673611111,0,1,287.84,7
0,1.684478372,0,5,263.42,4
0,1.457561728,0,6,281.96,8
0,1.675925926,0,0,280.62,1
0,1.69367284,0,0,284.36,2
0,1.684478372,0,1,286.98,4
0,1.695987654,0,1,288.48,4
0,1.966435185,0,6,281.15,4
0,2.001157407,0,5,280.45,5
0,2.047453704,0,0,289.94,3
0,2.064814815,0,0,289.685,3
0,2.00877193,0,6,271.39,5
0,1.377314815,0,6,274.55,9
0,1.496141975,0,1,278.65,2
0,1.602623457,0,1,286.22,0
0,2.244755245,0,1,289.04,3
0,2.125,0,1,291.51,1
0,1.716820988,0,1,281.94,4
0,2.048611111,0,1,293.185,3
0,2.125,0,5,281.45,0
0,2.047453704,0,6,281.2,1
0,1.514660494,0,1,285.193,3
0,2.00877193,0,1,265.87,3
0,1.49845679,0,0,294.02,3
0,1.496141975,0,1,285.38,4
0,1.457561728,0,4,287.1,9
0,1.633487654,0,5,278.24,10
0,1.673611111,0,0,282.05,6
0,1.665895062,0,1,281.94,10
0,2.166666667,0,0,287.84,2
0,1.615740741,0,1,291.85,4
0,1.366512346,0,1,292.65,5
0,1.462191358,0,0,271.02,10
0,2.174768519,0,5,274.55,5
0,1.672839506,0,4,282.81,5
0,1.734567901,0,1,272.42,2
0,2.244755245,0,5,276.28,6
0,1.69367284,0,3,267.72,3
0,1.408179012,0,1,272.64,5
0,1.520061728,0,5,274.55,5
0,1.712962963,0,1,283.93,4
0,1.683641975,0,1,278.63,3
0,2.047453704,0,1,271.04,4
0,1.74691358,0,1,270.93,1
0,1.366512346,0,1,275.4,5
0,1.758487654,0,1,281.73,3
0,1.514660494,0,1,285.193,3
0,2.00877193,0,5,286.9,5
0,1.356444444,0,1,259.68,2
0,1.711419753,0,1,276.25,1
0,1.76056338,0,1,285.193,3
0,1.514660494,0,1,285.193,3
0,2.076388889,0,4,281.15,1
0,2.416666667,0,1,285.193,3
0,2.107638889,0,1,285.193,3
0,1.675925926,0,1,285.193,3
0,2.083333333,0,1,273.09,3
0,1.675925926,0,1,270.93,2
0,1.76056338,0,1,269.51,2
0,1.74691358,0,1,271.27,1
0,2.206018519,0,1,274.34,3
0,2.142361111,0,1,276.61,3
0,2.107638889,0,1,296.37,3
0,1.696759259,0,1,285.193,9
0,1.449845679,0,5,263.42,8
0,2.041666667,0,6,268.16,5
0,1.760030864,0,1,261.742,3
0,1.457561728,0,0,281.12,0
0,2.076388889,0,1,289.685,5
0,1.473221423,0,0,274.45,6
0,1.675925926,0,5,270.93,5
0,1.49845679,0,0,295.94,5
0,2.416666667,0,1,259.68,1
0,1.675925926,0,1,285.193,3
0,1.76056338,0,1,272.15,2
0,1.457561728,0,0,284.36,2
0,2.416666667,0,1,285.193,3
0,2.00877193,0,5,266.76,3
0,1.304783951,0,1,278.65,4
0,1.966435185,0,5,269.51,5
0,1.377314815,0,0,293.185,7
0,1.709104938,0,0,281.15,1
0,1.684478372,0,0,282.05,3
0,1.966435185,0,6,291.871,7
0,2.047453704,0,6,276.75,2
0,1.633487654,0,0,289.04,2
0,1.317901235,0,0,287.15,1
0,1.711419753,0,1,273.8,1
0,1.333333333,0,0,256.74,6
0,2.00877193,0,1,285.832,2
0,2.076388889,0,1,285.193,6
0,1.722993827,0,1,262.71,0
0,1.753858025,0,1,291.84,9
0,1.69367284,0,0,289.04,3
0,1.965034965,0,3,271.71,2
0,2.107638889,0,5,262.71,6
0,1.699074074,0,1,279.25,3
0,1.69367284,0,1,281.15,1
0,2.125,0,5,273.95,1
0,1.633487654,0,1,278.51,2
0,2.048611111,0,1,277.45,6
0,1.69367284,0,0,261.742,7
0,1.514660494,0,0,286.73,5
0,1.716820988,0,5,281.2,7
0,1.462191358,0,3,280.06,8
0,1.49691358,0,1,285.193,7
0,2.127314815,0,1,278.46,3
0,2.174768519,0,1,289.56,4
0,1.74691358,0,1,283.64,2
0,1.317901235,0,1,282.6,7
0,1.965034965,0,1,285.153,5
0,2.048611111,0,1,277.45,3
0,2.166666667,0,5,275.76,7
0,2.206018519,0,5,275.76,6
0,2.416666667,0,1,294.02,2
0,2.047453704,0,7,281.45,7
0,1.395833333,0,1,292.65,7
0,1.49845679,0,3,269.51,5
0,1.633487654,0,1,273.44,1
0,1.49691358,0,1,275.89,4
0,1.699074074,0,0,275.21,2
0,1.615740741,0,6,275.33,5
0,1.457561728,0,5,281.45,8
0,1.879166667,0,5,263.42,3
0,1.633487654,0,5,281.15,7
0,1.473221423,0,1,285.193,7
0,1.457561728,0,5,275.96,8
0,1.377314815,0,0,279.58,5
0,1.457561728,0,5,284.47,7
0,2.125,0,1,296.37,2
0,1.716820988,0,0,285.153,5
0,1.684478372,0,5,263.42,5
0,1.645061728,0,5,274.55,7
0,2.416666667,0,1,286.53,2
0,1.76056338,0,1,285.95,3
0,2.125,0,1,274.55,2
0,1.69367284,0,5,271.27,7
0,1.520061728,0,0,261.742,3
0,1.739969136,0,6,256.15,5
0,1.449845679,0,1,276.28,2
0,2.125,0,6,278.39,3
0,2.041666667,0,1,273.54,4
0,1.716820988,0,0,290.948,8
0,2.041666667,0,6,291.55,4
0,2.171296296,0,6,266.76,3
0,1.673611111,0,0,277.6,5
0,2.142361111,0,7,268.16,2
0,1.966435185,0,6,279.75,5
0,2.128472222,0,6,291.24,2
0,1.366512346,0,1,279.48,6
0,2.16087963,0,1,292.294,3
0,1.69212963,0,5,263.42,7
0,1.473221423,0,1,277.05,2
0,1.633487654,0,0,284.36,4
0,1.673611111,0,1,275.4,3
0,2.041666667,0,6,291.55,4
0,1.317901235,0,5,281.85,9
0,2.040509259,0,0,291.84,3
0,2.166666667,0,1,277.56,2
0,1.487654321,0,1,272.77,5
0,1.633487654,0,6,281.45,5
0,2.416666667,0,1,285.193,2
0,1.716820988,0,4,284.65,7
0,1.457561728,0,1,285.832,5
0,1.716820988,0,0,292.294,6
0,2.125,0,6,281.85,5
0,2.011574074,0,0,281.15,4
0,1.356444444,0,0,284.45,5
0,1.377314815,0,0,291.84,5
0,1.709104938,0,1,271.02,6
0,1.377314815,0,0,293.185,6
0,1.514660494,0,6,276.75,5
0,1.68595679,0,1,269.92,6
0,1.457561728,0,1,285.832,1
0,1.377314815,0,5,276.75,7
0,1.574845679,0,1,285.92,4
0,1.333333333,0,1,284.81,4
0,2.166666667,0,0,289.56,3
0,1.675925926,0,1,281.94,6
0,2.144522145,0,5,262.71,8
0,1.712962963,0,1,289.685,3
0,1.457561728,0,1,281.15,7
0,2.174825175,0,5,294.62,0
0,1.496141975,0,1,281.94,2
0,1.74691358,0,1,284.328,5
0,2.060185185,0,1,293.15,5
0,1.514660494,0,1,283.551,5
0,1.49691358,0,5,281.45,5
0,2.142361111,0,0,291.51,3
0,1.602623457,0,6,276.75,5
0,2.244755245,0,6,281.43,9
0,1.464506173,0,0,289.04,3
0,1.673611111,0,1,283.038,10
0,1.645061728,0,0,291.84,3
0,1.333333333,0,0,273.87,3
0,2.00877193,0,6,263.42,4
0,1.449845679,0,0,281.94,6
0,1.753858025,0,6,291.24,9
0,1.377314815,0,0,284.65,2
0,2.174768519,0,6,290.934,2
0,1.633487654,0,5,275.96,7
0,1.696759259,0,1,285.193,9
0,1.684478372,0,1,287.119,8
0,1.734567901,0,1,283.59,3
0,1.684478372,0,0,272.01,4
0,1.457561728,0,6,256.15,7
0,1.366512346,0,1,282.39,4
0,1.377314815,0,6,281.85,9
0,2.137731481,0,1,289.4,7
0,2.142361111,0,1,291.84,3
0,1.363425926,0,1,278.63,6
0,1.673611111,0,4,281.45,4
0,2.00877193,0,1,280.56,3
0,1.366512346,0,0,273.54,2
0,1.965034965,0,3,287.86,9
0,2.244755245,0,5,276.33,1
0,1.695987654,0,0,284.65,6
0,1.377314815,0,0,291.51,5
0,2.171296296,0,5,275.15,3
0,1.684478372,0,5,283.095,11
0,1.377314815,0,3,272.56,11
0,1.633487654,0,1,285.832,1
0,1.457561728,0,4,286.9,9
0,1.356444444,0,1,288.76,7
0,1.675925926,0,5,263.42,7
0,2.1002331,0,5,294.75,5
0,1.966435185,0,6,284.65,5
0,1.333333333,0,0,285.92,5
0,2.00877193,0,5,275.96,3
0,1.695987654,0,1,283.46,4
0,1.486111111,0,1,273.44,5
0,1.69367284,0,1,291.65,2
0,1.69367284,0,1,285.832,7
0,1.333333333,0,0,294.02,5
0,1.74691358,0,5,268.23,4
0,1.408179012,0,1,295.97,11
0,1.602623457,0,5,281.45,7
0,1.317901235,0,1,287.119,8
0,1.716820988,0,1,272.26,8
0,1.486111111,0,0,282.16,1
0,2.125,0,0,268.34,2
0,1.684478372,0,3,277.59,7
0,1.602623457,0,1,274.53,2
0,2.076388889,0,1,274.13,4
0,1.633487654,0,0,285.832,3
0,1.965034965,0,6,281.45,4
0,2.174768519,0,6,291.24,2
0,1.665895062,0,1,274.25,3
0,1.49845679,0,1,291.65,1
0,2.125,0,6,268.16,1
0,1.317901235,0,1,287.119,11
0,2.166666667,0,1,292.294,4
0,1.574845679,0,1,289.664,2
0,1.377314815,0,1,272.01,2
0,1.633487654,0,0,277.45,2
0,1.457561728,0,1,282.662,5
0,2.00877193,0,5,271.39,3
0,1.645061728,0,5,283.14,7
0,2.416666667,0,0,286.53,2
0,2.076388889,0,1,279.58,4
0,2.106481481,0,1,283.46,4
0,2.385057471,0,6,281.2,3
0,1.760030864,0,0,283.46,2
0,1.615740741,0,0,273.09,6
0,2.047453704,0,4,280.46,9
0,1.457561728,0,1,286.9,7
0,2.00877193,0,0,289.04,3
0,2.127314815,0,6,270.93,8
0,1.49691358,0,0,272.01,1
0,1.449845679,0,1,273.09,3
0,2.171296296,0,1,273.29,2
0,1.716820988,0,5,270.93,4
0,1.711419753,0,1,281.79,1
0,1.633487654,0,4,289.05,11
0,1.74691358,0,1,288.6,1
0,2.083333333,0,1,286.98,4
0,1.408179012,0,0,273.44,3
0,1.696759259,0,5,263.42,5
0,2.048611111,0,6,271.39,5
0,1.716820988,0,1,280.06,5
0,1.457561728,0,5,274.55,9
0,1.879166667,0,0,277.45,5
0,1.712962963,0,5,283.14,10
0,1.519290123,0,1,271.02,7
0,2.244755245,0,0,279.58,3
0,1.408179012,0,1,276.91,5
0,2.011574074,0,1,276.55,6
0,1.317901235,0,4,290.71,7
0,2.047453704,0,5,283.095,4
0,2.00877193,0,0,294.02,5
0,1.68904321,0,1,274.13,5
0,2.076388889,0,5,278.85,9
0,1.457561728,0,1,287.86,5
0,1.408179012,0,1,295.97,11
0,2.174825175,0,5,275.96,1
0,1.377314815,0,1,281.12,4
0,1.69367284,0,1,281.12,1
0,1.49845679,0,1,285.45,7
0,2.144522145,0,0,293.185,3
0,2.174825175,0,5,281.96,10
0,1.304783951,0,2,277.15,7
0,2.142361111,0,4,294.62,7
0,1.633487654,0,1,282.662,2
0,1.449845679,0,1,281.73,7
0,1.633487654,0,1,277.35,6
0,2.041666667,0,0,281.12,4
0,1.457561728,0,1,277.35,2
0,1.377314815,0,4,269.51,7
0,1.712962963,0,1,283.59,2
0,2.244755245,0,5,270.93,3
0,2.00877193,0,0,283.46,4
0,2.244755245,0,1,289.56,3
0,1.377314815,0,0,277.56,3
0,2.416666667,0,1,283.46,1
0,2.040509259,0,1,273.09,4
0,1.683641975,0,1,278.65,2
0,1.449845679,0,0,286.98,3
0,2.127314815,0,1,285.92,4
0,2.416666667,0,5,273.29,5
0,2.385057471,0,6,279.11,2
0,1.760030864,0,3,283.649,5
0,2.00877193,0,1,282.662,3
0,1.615740741,0,0,285.193,1
0,1.615740741,0,5,266.37,7
0,1.449845679,0,1,275.89,2
0,1.734567901,0,0,265.87,3
0,1.633487654,0,3,259.68,6
0,2.00877193,0,1,277.35,5
0,1.457561728,0,1,277.35,4
0,2.00877193,0,0,287.84,6
0,2.171296296,0,5,280.75,6
0,1.696759259,0,1,283.59,6
0,1.633487654,0,1,285.832,6
0,1.633487654,0,0,289.4,2
0,1.633487654,0,0,283.46,6
0,1.304783951,0,5,271.27,7
0,2.076388889,0,6,281.85,7
0,2.1002331,0,5,281.2,7
0,1.633487654,0,1,273.44,2
0,1.449845679,0,6,263.42,7
0,1.377314815,0,1,295.94,11
0,1.684478372,0,5,271.27,5
0,1.366512346,0,1,272.42,5
0,1.712962963,0,5,271.39,4
0,1.615740741,0,6,281.85,7
0,2.076388889,0,5,266.76,4
0,1.711419753,0,1,280.06,4
0,2.125,0,5,280.79,7
0,1.464506173,0,1,285.38,5
0,1.633487654,0,0,289.4,2
0,2.166666667,0,7,268.16,4
0,1.377314815,0,1,282.05,7
0,1.965034965,0,1,291.84,3
0,1.879166667,0,1,286.98,5
0,1.684478372,0,1,287.119,6
0,1.363425926,0,2,291.07,8
0,1.69367284,0,1,288.48,3
0,2.048611111,0,6,281.96,5
0,1.739969136,0,1,273.87,2
0,2.041666667,0,0,281.12,4
0,1.69367284,0,3,272.42,4
0,1.496141975,0,0,276.61,2
0,1.683641975,0,1,273.09,5
0,2.16087963,0,5,288.76,3
0,1.647887324,0,5,263.42,5
0,2.048611111,0,5,272.46,7
0,2.00877193,0,1,276.55,3
0,1.473221423,0,0,286.46,6
0,1.965034965,0,0,279.24,4
0,1.519290123,0,0,261.742,1
0,1.473221423,0,0,272.89,4
0,1.633487654,0,4,286.9,8
0,1.965034965,0,0,286.53,1
0,2.041666667,0,1,292.294,7
0,1.711419753,0,5,272.77,7
0,1.487654321,0,1,287.86,7
0,2.048611111,0,6,283.095,7
0,2.137731481,0,1,277.45,3
0,1.665895062,0,1,287.119,9
0,1.966435185,0,6,284.65,5
0,1.519290123,0,4,265.93,5
0,2.076388889,0,6,274.55,4
0,2.174768519,0,5,286.22,3
0,1.760030864,0,1,284.328,1
0,2.171296296,0,1,279.85,3
0,1.337962963,0,5,281.85,5
0,2.048611111,0,1,285.193,2
0,2.206018519,0,5,280.45,1
0,2.064814815,0,4,288.27,3
0,1.68904321,0,5,271.39,11
0,1.74691358,0,0,265.87,3
0,1.722993827,0,1,295.94,9
0,1.716820988,0,1,282.16,1
0,2.083333333,0,5,276.75,9
0,2.416666667,0,0,287.84,2
0,2.076388889,0,0,295.94,4
0,1.758487654,0,1,282.05,3
0,2.232638889,0,4,280.79,2
0,2.416666667,0,5,276.25,7
0,2.171296296,0,6,274.55,1
0,1.69212963,0,4,278.97,5
0,1.520061728,0,5,274.55,7
0,1.487654321,0,0,272.01,4
0,1.457561728,0,1,277.59,3
0,1.965034965,0,6,284.65,7
0,1.317901235,0,1,281.94,4
0,2.00877193,0,0,291.84,3
0,1.647887324,0,4,283.14,8
0,1.966435185,0,6,294.75,7
0,2.137731481,0,6,276.75,3
