congestion,congestionSpeed,warningcounts,weather,temperature,windspeed
0,1.457561728,0,5,283.095,9
0,1.395833333,0,1,277.37,6
0,1.750771605,0,5,281.85,7
0,2.00877193,0,1,273.29,5
0,2.040509259,0,1,261.742,3
0,2.092074592,0,5,281.45,4
0,1.496141975,0,1,274.25,5
0,1.574845679,0,0,280.2,7
0,2.048611111,0,4,254.55,3
0,1.645061728,0,0,286.53,3
0,2.171296296,0,6,290.71,5
0,1.473221423,0,0,279.48,4
0,1.449845679,0,1,286.53,7
0,1.49691358,0,5,291.871,7
0,1.304783951,0,1,285.38,11
0,1.337962963,0,1,285.193,5
0,1.457561728,0,0,282.6,5
0,1.699074074,0,0,261.742,2
0,2.048611111,0,0,289.04,4
0,1.965034965,0,5,270.65,6
0,1.966435185,0,5,274.33,4
0,1.69367284,0,3,277.37,5
0,1.633487654,0,4,291.24,8
0,1.675925926,0,1,273.09,1
0,1.966435185,0,5,273.87,2
0,2.171296296,0,0,281.12,3
0,1.487654321,0,6,271.39,7
0,1.50308642,0,1,259.68,6
0,1.449845679,0,5,273.7,5
0,1.317901235,0,1,276.28,4
0,1.520061728,0,5,279.11,7
0,1.486111111,0,5,291.871,7
0,1.496141975,0,1,294.48,9
0,1.514660494,0,0,262.26,8
0,1.519290123,0,1,261.742,2
0,1.457561728,0,1,283.061,2
0,1.363425926,0,1,278.63,5
0,1.356444444,0,0,286.76,5
0,1.366512346,0,1,274.55,7
0,1.408179012,0,1,277.56,2
0,1.464506173,0,1,289.94,9
0,1.602623457,0,6,283.14,8
0,1.333333333,0,0,261.742,7
0,1.395833333,0,1,282.85,4
0,1.462191358,0,1,280.2,7
0,1.377314815,0,3,269.42,7
0,1.457561728,0,1,283.061,7
0,2.137731481,0,5,268.23,3
0,2.060185185,0,6,263.42,3
0,1.716820988,0,0,290.948,2
0,2.076388889,0,6,281.15,5
0,1.966435185,0,1,287.04,6
0,1.709104938,0,3,286.7,5
0,1.633487654,0,0,289.4,2
0,1.615740741,0,1,275.47,6
0,1.574845679,0,0,283.46,6
0,2.076388889,0,4,284.65,6
0,1.711419753,0,1,281.79,1
0,2.171296296,0,6,291.871,2
0,2.171296296,0,1,279.85,3
0,2.106481481,0,1,287.04,3
0,1.683641975,0,1,274.13,5
0,1.473221423,0,0,277.45,2
0,1.457561728,0,1,274.45,4
0,1.69367284,0,1,286.53,3
0,1.69367284,0,1,289.56,3
0,2.125,0,5,285.193,6
0,1.366512346,0,0,277.59,4
0,2.106481481,0,6,281.85,4
0,1.49691358,0,1,283.551,2
0,2.125,0,6,283.095,2
0,1.760030864,0,4,279.04,4
0,1.965034965,0,1,272.27,4
0,2.125,0,1,274.55,4
0,1.377314815,0,1,282.16,5
0,1.50308642,0,1,291.07,7
0,1.76056338,0,5,281.85,7
0,2.076388889,0,1,293.15,2
0,1.699074074,0,0,281.12,6
0,1.966435185,0,1,294.02,4
0,1.377314815,0,1,287.15,4
0,2.076388889,0,1,281.15,6
0,1.76056338,0,4,280.45,9
0,1.356444444,0,0,275.42,3
0,2.171296296,0,5,283.095,6
0,2.076388889,0,1,271.02,4
0,2.166666667,0,0,284.36,2
0,2.107638889,0,0,278.51,3
0,1.966435185,0,1,289.04,6
0,1.49691358,0,0,283.64,1
0,1.377314815,0,0,287.84,2
0,2.040509259,0,1,283.038,5
0,1.615740741,0,1,279.85,2
0,1.408179012,0,1,275.05,5
0,1.633487654,0,4,280.4,8
0,1.647887324,0,5,271.39,7
0,1.377314815,0,3,273.09,8
0,1.69367284,0,6,283.095,7
0,2.130787037,0,0,280.65,2
0,1.457561728,0,5,281.96,7
0,2.206018519,0,1,293.185,3
0,1.377314815,0,5,291.55,7
0,2.092074592,0,5,270.93,2
0,1.49845679,0,0,274.55,9
0,2.00877193,0,5,266.37,7
0,1.965034965,0,1,272.27,4
0,2.041666667,0,0,291.51,4
0,1.304783951,0,1,269.92,6
0,1.633487654,0,1,281.15,7
0,1.50308642,0,1,273.32,7
0,1.966435185,0,4,269.42,4
0,1.966435185,0,6,280.46,5
0,1.408179012,0,1,276.91,5
0,1.696759259,0,1,287.84,2
0,1.457561728,0,6,281.85,8
0,1.69367284,0,0,284.36,2
0,1.615740741,0,1,290.948,2
0,2.137731481,0,1,294.02,6
0,1.449845679,0,1,274.45,2
0,2.416666667,0,6,271.39,3
0,1.408179012,0,1,295.97,7
0,2.060185185,0,1,285.193,6
0,1.684478372,0,1,274.25,5
0,1.69367284,0,6,275.96,8
0,1.69367284,0,1,284.36,10
0,1.665895062,0,1,285.193,3
0,1.633487654,0,0,281.15,3
0,2.166666667,0,0,289.56,2
0,2.060185185,0,0,281.12,3
0,1.487654321,0,1,292.294,1
0,1.49845679,0,1,285.38,7
0,1.615740741,0,1,286.14,3
0,1.449845679,0,0,283.46,2
0,1.449845679,0,1,275.05,5
0,1.675925926,0,1,275.89,1
0,2.174825175,0,5,273.59,4
0,1.457561728,0,0,280.65,4
0,1.734567901,0,1,272.42,2
0,1.520061728,0,1,279.48,3
0,1.449845679,0,1,273.44,3
0,1.487654321,0,1,269.92,5
0,1.734567901,0,1,283.59,1
0,1.377314815,0,5,274.55,7
0,1.457561728,0,5,281.96,8
0,1.519290123,0,0,284.36,2
0,1.377314815,0,5,276.75,8
0,1.68904321,0,3,275.15,5
0,2.385057471,0,6,279.11,7
0,2.130787037,0,4,279.04,2
0,2.171296296,0,1,293.185,3
0,1.633487654,0,0,289.56,2
0,1.684478372,0,1,261.742,6
0,1.879166667,0,6,274.55,11
0,1.377314815,0,5,265.93,7
0,2.064814815,0,0,291.84,3
0,1.514660494,0,0,272.27,1
0,1.377314815,0,1,291.84,5
0,2.171296296,0,5,291.55,1
0,2.047453704,0,3,261.24,1
0,1.76056338,0,1,285.95,4
0,1.633487654,0,0,289.04,1
0,2.041666667,0,1,278.51,3
0,1.408179012,0,1,288.63,5
0,1.574845679,0,0,273.09,3
0,1.965034965,0,1,291.51,2
0,1.739969136,0,6,268.16,8
0,1.514660494,0,2,269.42,5
0,1.49845679,0,1,285.193,7
0,2.171296296,0,6,262.71,4
0,1.716820988,0,1,276.28,3
0,2.144522145,0,0,292.294,3
0,2.00877193,0,3,285.193,2
0,1.965034965,0,6,283.14,7
0,2.128472222,0,5,273.95,1
0,2.048611111,0,5,272.46,8
0,1.711419753,0,1,279.25,2
0,2.244755245,0,1,291.84,4
0,1.514660494,0,0,287.15,9
0,1.672839506,0,0,286.53,6
0,1.69367284,0,0,281.15,2
0,1.76056338,0,0,277.35,5
0,1.49691358,0,0,282.16,7
0,1.753858025,0,4,273.59,7
0,1.69367284,0,5,276.33,7
0,2.076388889,0,5,291.871,5
0,1.753858025,0,5,291.55,7
0,1.520061728,0,1,277.45,3
0,1.69367284,0,4,278.97,5
0,1.645061728,0,5,271.39,11
0,2.142361111,0,5,290.71,6
0,2.232638889,0,6,281.85,6
0,1.377314815,0,0,292.294,5
0,1.457561728,0,0,280.5,3
0,1.696759259,0,1,285.193,2
0,2.125,0,1,287.84,3
0,2.00877193,0,0,289.04,7
0,2.206018519,0,1,261.742,1
0,1.665895062,0,0,286.98,3
0,1.457561728,0,1,282.662,5
0,2.106481481,0,1,287.04,5
0,1.602623457,0,1,272.42,10
0,1.711419753,0,5,268.16,5
0,1.395833333,0,1,276.04,5
0,2.130787037,0,1,284.65,3
0,1.304783951,0,0,280.62,7
0,2.125,0,3,276.28,3
0,2.232638889,0,6,286.22,3
0,2.416666667,0,5,276.33,4
0,1.487654321,0,3,276.61,7
0,1.76056338,0,1,275.21,2
0,2.244755245,0,5,290.95,6
0,1.716820988,0,1,283.59,2
0,1.965034965,0,6,283.14,5
0,1.879166667,0,1,286.98,2
0,2.106481481,0,1,296.37,3
0,1.377314815,0,0,268.34,6
0,1.638117284,0,5,283.14,8
0,2.041666667,0,1,285.193,8
0,1.574845679,0,4,284.47,7
0,2.048611111,0,6,261.75,6
0,1.709104938,0,1,271.04,2
0,1.68595679,0,1,269.92,3
0,1.739969136,0,4,273.59,5
0,1.879166667,0,3,286.14,1
0,1.68595679,0,1,283.551,7
0,2.107638889,0,5,276.28,4
0,1.457561728,0,3,280.45,8
0,1.722993827,0,5,289.821,11
0,2.00877193,0,1,280.56,8
0,2.125,0,5,291.26,9
0,1.366512346,0,1,282.39,5
0,2.00877193,0,1,277.59,6
0,1.377314815,0,0,279.58,2
0,2.127314815,0,5,278.97,4
0,1.966435185,0,5,270.65,3
0,1.699074074,0,1,259.68,1
0,1.647887324,0,1,274.45,4
0,1.675925926,0,5,281.85,10
0,1.734567901,0,1,281.15,5
0,1.739969136,0,1,273.87,3
0,1.74691358,0,1,277.37,2
0,1.449845679,0,1,279.15,4
0,1.377314815,0,6,281.45,7
0,1.684478372,0,1,283.93,2
0,2.166666667,0,6,276.75,6
0,2.041666667,0,1,285.832,2
0,1.457561728,0,1,285.832,6
0,1.76056338,0,6,281.45,8
0,2.137731481,0,6,290.71,7
0,1.684478372,0,0,275.54,2
0,1.449845679,0,1,282.662,5
0,2.047453704,0,0,285.832,4
0,1.965034965,0,6,290.71,8
0,1.487654321,0,6,262.71,8
0,1.473221423,0,1,277.05,5
0,1.473221423,0,1,277.05,2
0,2.171296296,0,5,288.63,2
0,2.064814815,0,5,286.22,3
0,2.144522145,0,1,291.84,5
0,1.366512346,0,1,282.05,4
0,1.49691358,0,5,281.45,7
0,1.457561728,0,4,285.193,7
0,1.69212963,0,1,282.7,6
0,1.457561728,0,4,278.39,7
0,2.040509259,0,3,279.76,6
0,1.712962963,0,5,283.14,7
0,1.408179012,0,1,274.53,5
0,1.684478372,0,1,291.84,4
0,2.00877193,0,3,256.97,2
0,1.966435185,0,5,256.74,6
0,1.709104938,0,5,271.39,5
0,1.684478372,0,5,279.11,8
0,2.125,0,1,287.04,3
0,1.709104938,0,4,277.43,5
0,2.040509259,0,1,285.38,2
0,1.333333333,0,1,289.821,11
0,2.040509259,0,5,270.74,2
0,1.696759259,0,5,265.93,7
0,1.69367284,0,3,256.74,9
0,1.965034965,0,1,275.54,2
0,1.711419753,0,1,277.61,1
0,1.711419753,0,1,282.39,4
0,2.041666667,0,5,276.25,0
0,1.457561728,0,0,287.84,4
0,2.166666667,0,6,281.2,3
0,1.408179012,0,4,281.85,9
0,1.76056338,0,1,285.95,3
0,1.965034965,0,1,273.29,5
0,2.171296296,0,5,276.75,7
0,1.520061728,0,1,262.03,2
0,1.696759259,0,5,291.871,10
0,2.416666667,0,1,289.04,2
0,1.69212963,0,4,285.193,5
0,2.041666667,0,5,280.4,2
0,1.675925926,0,1,283.93,3
0,2.047453704,0,0,278.51,2
0,1.711419753,0,0,275.21,8
0,2.00877193,0,5,275.96,5
0,2.1002331,0,5,281.94,7
0,2.040509259,0,1,283.038,3
0,2.416666667,0,1,283.46,3
0,1.966435185,0,1,291.51,8
0,1.356444444,0,0,270.74,7
0,1.520061728,0,1,286.46,2
0,1.366512346,0,1,284.328,5
0,2.142361111,0,1,277.56,3
0,2.174768519,0,6,281.45,2
0,1.675925926,0,1,273.44,4
0,1.408179012,0,0,281.15,4
0,1.496141975,0,5,281.85,8
0,1.304783951,0,1,274.13,4
0,2.048611111,0,0,261.742,1
0,2.083333333,0,6,256.15,3
0,1.377314815,0,1,287.04,7
0,1.716820988,0,1,280.45,4
0,1.966435185,0,1,289.04,5
0,1.633487654,0,1,293.185,3
0,1.696759259,0,0,292.294,6
0,2.130787037,0,7,281.45,2
0,1.665895062,0,5,263.42,5
0,1.684478372,0,1,269.92,3
0,1.457561728,0,6,276.38,7
0,1.699074074,0,0,284.36,3
0,2.171296296,0,1,290.948,4
0,1.633487654,0,5,275.96,8
0,2.00877193,0,5,279.04,2
0,1.519290123,0,0,287.04,6
0,1.317901235,0,1,279.25,4
0,1.615740741,0,1,285.153,8
0,1.716820988,0,1,277.61,6
0,1.76056338,0,1,287.1,3
0,1.520061728,0,1,294.48,5
0,1.457561728,0,1,291.51,9
0,1.366512346,0,1,285.92,6
0,1.672839506,0,0,284.81,2
0,1.457561728,0,0,287.84,9
0,1.473221423,0,0,286.46,7
0,1.965034965,0,3,280.45,1
0,2.048611111,0,0,282.14,3
0,1.377314815,0,1,293.15,7
0,2.125,0,5,290.71,2
0,2.144522145,0,1,294.02,5
0,1.304783951,0,1,283.551,11
0,1.696759259,0,1,285.193,9
0,1.457561728,0,0,273.32,8
0,2.040509259,0,6,256.15,7
0,2.137731481,0,5,277.43,10
0,2.076388889,0,5,285.05,6
0,2.174825175,0,5,282.16,6
0,1.615740741,0,2,280.75,3
0,1.712962963,0,0,283.16,2
0,1.760030864,0,5,262.71,4
0,1.366512346,0,1,279.48,5
0,2.171296296,0,6,256.15,3
0,1.317901235,0,1,282.6,4
0,2.048611111,0,5,273.8,7
0,2.416666667,0,6,286.22,2
0,1.473221423,0,0,276.28,3
0,1.377314815,0,1,274.55,6
0,2.416666667,0,1,281.12,2
0,2.385057471,0,0,282.05,1
0,1.965034965,0,3,281.96,1
0,1.69367284,0,1,289.04,9
0,1.633487654,0,1,281.15,9
0,1.633487654,0,0,279.04,5
0,1.366512346,0,0,285.38,4
0,1.69212963,0,0,286.46,4
0,1.377314815,0,0,279.85,2
0,1.449845679,0,5,287.36,9
0,1.304783951,0,1,286.05,5
0,1.966435185,0,0,277.45,7
0,1.377314815,0,1,262.26,2
0,2.00877193,0,6,270.82,6
0,1.574845679,0,1,273.87,6
0,2.076388889,0,6,273.7,2
0,1.69367284,0,0,276.28,4
0,1.462191358,0,5,282.93,7
0,1.519290123,0,5,288.63,7
0,1.457561728,0,5,276.04,8
0,2.041666667,0,1,275.54,5
0,1.520061728,0,1,276.92,4
0,1.76056338,0,1,285.95,2
0,2.125,0,6,271.39,0
0,2.174768519,0,0,283.46,2
0,2.1002331,0,6,278.39,4
0,1.363425926,0,2,276.28,4
0,2.040509259,0,0,289.56,4
0,1.696759259,0,5,271.39,11
0,1.722993827,0,1,282.16,1
0,1.633487654,0,1,280.2,3
0,1.457561728,0,1,280.75,3
0,1.69367284,0,0,284.36,8
0,2.041666667,0,0,282.34,3
0,2.125,0,3,285.73,2
0,1.337962963,0,5,288.27,7
0,1.753858025,0,5,284.65,10
0,2.166666667,0,4,276.25,6
0,1.966435185,0,1,279.58,7
0,2.174825175,0,5,282.85,2
0,1.408179012,0,0,275.89,9
0,2.011574074,0,6,288.76,4
0,1.457561728,0,0,281.12,8
0,2.125,0,5,282.34,3
0,1.519290123,0,4,275.76,4
0,2.092074592,0,5,286.53,9
0,1.49691358,0,0,287.15,0
0,1.520061728,0,1,275.47,4
0,1.965034965,0,5,279.11,2
0,1.457561728,0,1,275.36,7
0,1.695987654,0,5,274.53,7
0,1.879166667,0,1,272.27,5
0,2.047453704,0,1,271.02,4
0,2.128472222,0,1,287.15,3
0,1.633487654,0,0,281.12,3
0,2.125,0,0,293.185,3
0,1.633487654,0,1,277.56,3
0,1.464506173,0,5,281.85,8
0,1.966435185,0,1,293.185,3
0,2.128472222,0,5,289.821,3
0,1.408179012,0,0,273.09,9
0,1.520061728,0,1,259.68,9
0,2.128472222,0,5,291.07,3
0,1.722993827,0,1,279.48,5
0,1.645061728,0,5,274.55,10
0,2.092074592,0,0,284.65,2
0,1.74691358,0,1,288.6,3
0,1.395833333,0,1,284.45,7
0,1.753858025,0,5,284.65,11
0,2.244755245,0,5,271.41,2
0,1.457561728,0,4,271.27,10
0,2.040509259,0,0,291.84,3
0,1.684478372,0,3,282.85,6
0,2.174825175,0,5,294.62,8
0,1.462191358,0,5,280.45,9
0,1.473221423,0,1,281.73,7
0,1.615740741,0,1,280.5,7
0,1.449845679,0,0,291.65,5
0,1.69367284,0,0,278.46,5
0,1.49845679,0,0,274.55,7
0,1.74691358,0,0,278.46,3
0,1.473221423,0,1,274.25,2
0,1.457561728,0,1,280.65,7
0,1.633487654,0,4,280.79,5
0,2.142361111,0,0,279.58,2
0,1.457561728,0,1,280.65,7
0,1.675925926,0,1,281.94,6
0,2.060185185,0,5,270.82,7
0,1.684478372,0,1,281.94,9
0,2.048611111,0,4,280.79,9
0,1.675925926,0,1,273.09,1
0,2.137731481,0,5,284.81,8
0,1.615740741,0,1,285.05,9
0,1.712962963,0,1,259.68,2
0,1.699074074,0,3,266.52,5
0,2.076388889,0,1,277.45,4
0,2.171296296,0,1,287.04,3
0,1.449845679,0,0,282.6,6
0,1.377314815,0,1,283.64,5
0,2.00877193,0,1,289.56,2
0,1.473221423,0,0,272.89,4
0,1.695987654,0,4,290.71,8
0,2.048611111,0,5,281.15,6
0,1.758487654,0,0,273.54,5
0,1.449845679,0,1,272.61,2
0,1.684478372,0,5,291.871,8
0,2.144522145,0,1,283.64,4
0,1.457561728,0,0,294.48,2
0,1.74691358,0,1,277.37,1
0,2.142361111,0,7,263.42,4
0,2.171296296,0,6,281.85,3
0,1.304783951,0,0,296.37,5
0,1.377314815,0,1,285.95,7
0,2.00877193,0,1,277.35,4
0,1.457561728,0,1,278.46,2
0,2.244755245,0,1,286.53,3
0,1.675925926,0,3,285.15,9
0,1.965034965,0,1,274.34,5
0,2.166666667,0,1,279.24,3
0,1.633487654,0,4,283.061,5
0,1.49691358,0,4,291.871,7
0,1.696759259,0,5,281.45,7
0,1.675925926,0,1,285.193,2
0,1.615740741,0,0,273.09,5
0,1.684478372,0,0,287.15,3
0,1.74691358,0,1,273.87,3
0,1.684478372,0,5,270.93,11
0,1.68904321,0,1,259.68,3
0,2.076388889,0,5,270.82,3
0,2.040509259,0,1,282.34,6
0,2.127314815,0,1,268.34,3
0,2.064814815,0,0,278.51,3
0,1.709104938,0,1,285.832,4
0,1.760030864,0,0,286.53,3
0,1.69367284,0,1,291.84,9
0,2.076388889,0,1,271.04,4
0,1.739969136,0,3,282.34,2
0,1.965034965,0,0,278.46,4
0,1.473221423,0,0,272.01,6
0,1.633487654,0,1,292.294,6
0,1.699074074,0,5,283.095,7
0,2.076388889,0,5,276.75,3
0,1.665895062,0,1,287.119,5
0,1.68595679,0,1,275.4,3
0,2.130787037,0,3,287.1,2
0,2.232638889,0,3,296.23,2
0,1.317901235,0,0,285.95,6
0,2.048611111,0,1,287.84,3
0,2.040509259,0,3,291.115,4
0,1.356444444,0,1,259.68,4
0,1.633487654,0,1,273.54,2
0,1.633487654,0,1,280.5,4
0,2.047453704,0,5,283.095,4
0,1.377314815,0,1,283.59,4
0,1.473221423,0,0,272.89,6
0,1.473221423,0,5,286.22,5
0,1.49691358,0,0,287.15,8
0,1.638117284,0,6,263.42,8
0,1.696759259,0,0,278.51,2
0,2.107638889,0,0,281.12,3
0,2.00877193,0,1,279.24,5
0,1.496141975,0,1,278.65,5
0,1.966435185,0,6,271.27,6
0,1.734567901,0,0,273.29,2
0,1.377314815,0,0,287.04,5
0,2.206018519,0,0,286.53,2
0,1.408179012,0,4,281.45,5
0,2.060185185,0,5,274.55,1
0,2.011574074,0,3,277.61,3
0,2.048611111,0,0,278.46,2
0,1.709104938,0,1,291.65,2
0,1.69212963,0,1,293.15,5
0,1.377314815,0,1,283.64,5
0,1.699074074,0,1,286.53,6
0,2.011574074,0,6,271.39,5
0,1.449845679,0,1,277.05,5
0,1.449845679,0,0,284.36,5
0,2.16087963,0,5,277.32,3
0,1.684478372,0,1,281.94,1
0,2.106481481,0,1,282.05,4
0,2.040509259,0,4,284.65,3
0,1.457561728,0,1,274.34,3
0,1.665895062,0,1,287.119,6
0,1.333333333,0,6,271.39,8
0,2.012731481,0,1,285.45,3
0,1.602623457,0,1,275.05,4
0,1.317901235,0,4,279.11,9
0,1.520061728,0,0,274.55,1
0,1.684478372,0,1,281.94,1
0,2.048611111,0,6,275.76,7
0,2.385057471,0,5,278.24,1
0,2.076388889,0,1,278.51,4
0,1.633487654,0,1,280.2,6
0,1.487654321,0,5,291.871,9
0,1.377314815,0,1,272.27,2
0,1.304783951,0,2,277.15,8
0,2.244755245,0,6,271.39,0
0,1.74691358,0,5,263.42,2
0,1.965034965,0,0,283.46,6
0,2.076388889,0,1,271.02,4
0,1.965034965,0,0,286.53,5
0,1.74691358,0,1,274.55,1
0,1.49691358,0,1,284.36,2
0,1.68595679,0,0,275.21,2
0,2.076388889,0,6,261.75,7
0,2.011574074,0,6,281.85,5
0,2.206018519,0,6,274.55,7
0,1.760030864,0,0,286.53,3
0,1.69367284,0,5,283.095,7
0,1.753858025,0,6,283.14,8
0,2.041666667,0,5,282.34,4
0,1.363425926,0,1,282.39,4
0,2.16087963,0,5,269.51,4
0,1.69367284,0,6,278.24,10
0,1.684478372,0,6,281.45,5
0,1.716820988,0,7,281.85,9
0,1.457561728,0,1,276.55,3
0,1.722993827,0,3,279.04,2
0,1.684478372,0,1,291.07,8
0,2.083333333,0,5,276.75,5
0,2.206018519,0,1,286.53,3
0,1.366512346,0,0,273.29,6
0,1.665895062,0,1,275.89,7
0,1.69212963,0,3,282.85,7
0,2.385057471,0,6,291.55,0
0,1.449845679,0,1,258.93,3
0,1.602623457,0,6,281.85,8
0,1.449845679,0,0,259.68,4
0,1.519290123,0,1,273.32,9
0,1.304783951,0,0,275.54,5
0,1.520061728,0,1,273.24,8
0,1.633487654,0,1,273.54,1
0,1.49691358,0,1,273.24,6
0,1.366512346,0,1,284.328,5
0,1.734567901,0,1,272.42,3
0,1.462191358,0,0,269.92,4
0,1.633487654,0,5,277.36,7
0,1.514660494,0,1,279.25,3
0,1.965034965,0,1,292.294,4
0,2.206018519,0,1,279.24,3
0,1.965034965,0,5,274.33,2
0,1.966435185,0,6,271.27,6
0,1.683641975,0,5,283.061,7
0,1.74691358,0,1,256.74,2
0,1.722993827,0,1,281.12,3
0,1.366512346,0,5,281.45,7
0,1.69212963,0,0,291.51,2
0,2.076388889,0,5,270.82,3
0,2.125,0,1,283.64,4
0,1.496141975,0,1,281.94,4
0,1.49691358,0,1,281.94,2
0,2.232638889,0,6,288.63,2
0,1.709104938,0,1,285.193,1
0,1.49845679,0,1,288.48,7
0,1.74691358,0,1,280.45,2
0,1.645061728,0,5,271.39,11
0,2.244755245,0,5,290.95,6
0,1.712962963,0,1,259.68,2
0,1.966435185,0,1,280.65,3
0,2.040509259,0,1,287.953,2
0,1.633487654,0,1,289.04,8
0,1.633487654,0,1,280.56,6
0,2.040509259,0,3,263.94,2
0,1.675925926,0,5,281.45,7
0,1.68904321,0,1,286.46,3
0,1.68595679,0,3,275.76,5
0,1.49691358,0,1,275.4,3
0,1.684478372,0,5,281.45,7
0,1.74691358,0,3,281.73,5
0,1.965034965,0,6,281.85,5
0,1.709104938,0,1,278.46,5
0,2.048611111,0,6,283.095,7
0,1.699074074,0,1,291.84,7
0,1.709104938,0,1,286.46,7
0,1.457561728,0,4,285.193,5
0,2.174768519,0,5,273.7,4
0,2.130787037,0,1,277.6,3
0,2.174825175,0,1,278.46,2
0,1.965034965,0,0,261.742,3
0,1.69367284,0,1,285.193,10
0,2.171296296,0,1,279.85,2
0,1.965034965,0,6,281.85,5
0,1.69212963,0,5,290.95,9
0,1.408179012,0,0,273.44,0
0,1.602623457,0,4,281.15,7
0,1.965034965,0,1,273.29,8
0,1.750771605,0,1,276.61,2
0,2.174825175,0,5,282.57,4
0,1.377314815,0,0,274.34,6
0,1.473221423,0,1,277.05,3
0,1.69367284,0,1,286.53,2
0,1.722993827,0,4,291.55,7
0,2.076388889,0,5,256.15,3
0,2.00877193,0,1,282.662,2
0,2.106481481,0,0,292.294,4
0,2.166666667,0,0,284.36,2
0,1.519290123,0,4,285.193,8
0,1.69367284,0,5,286.9,10
0,1.69367284,0,3,256.74,7
0,1.712962963,0,6,263.42,10
0,2.125,0,6,291.55,7
0,1.675925926,0,1,275.4,1
0,1.684478372,0,1,283.46,7
0,1.377314815,0,1,278.46,4
0,1.965034965,0,1,262.26,3
0,1.49691358,0,3,294.62,7
0,1.486111111,0,5,268.16,7
0,1.966435185,0,5,288.6,7
0,1.69367284,0,1,288.48,8
0,1.966435185,0,0,281.15,4
0,2.125,0,5,281.2,3
0,1.333333333,0,0,272.42,3
0,1.966435185,0,5,275.15,2
0,1.464506173,0,1,287.86,5
0,1.337962963,0,1,262.03,5
0,1.395833333,0,1,284.45,4
0,1.457561728,0,1,280.65,5
0,1.684478372,0,5,263.42,5
0,1.377314815,0,1,274.55,7
0,1.337962963,0,5,279.11,7
0,2.174768519,0,5,286.22,4
0,1.333333333,0,1,291.07,5
0,2.012731481,0,1,270.74,4
0,2.076388889,0,5,291.24,5
0,1.734567901,0,1,283.46,3
0,2.130787037,0,1,277.6,3
0,1.514660494,0,0,287.15,6
0,1.377314815,0,0,279.85,3
0,2.127314815,0,1,282.05,4
0,2.144522145,0,5,282.81,6
0,1.965034965,0,1,285.153,1
0,2.125,0,5,285.193,1
0,1.684478372,0,4,283.14,4
0,2.206018519,0,1,283.46,2
0,1.49691358,0,1,273.24,6
0,1.377314815,0,6,266.76,7
0,2.047453704,0,0,287.953,3
0,1.74691358,0,1,291.115,2
0,2.244755245,0,0,292.294,4
0,2.171296296,0,5,285.153,7
0,1.408179012,0,0,283.095,0
0,1.377314815,0,0,289.664,5
0,2.041666667,0,1,293.185,6
0,2.076388889,0,5,291.871,2
0,1.377314815,0,0,295.94,7
0,1.496141975,0,0,290.934,2
0,1.665895062,0,1,289.821,3
0,1.633487654,0,1,285.832,8
0,1.377314815,0,0,283.038,6
0,1.49845679,0,0,287.119,4
0,1.633487654,0,0,289.56,7
0,1.696759259,0,0,283.061,3
0,1.366512346,0,0,283.551,4
0,2.137731481,0,5,284.328,7
0,2.232638889,0,0,282.662,2
0,1.457561728,0,1,290.948,7
0,2.127314815,0,1,290.937,1
0,1.696759259,0,0,283.649,3
0,2.125,0,1,282.05,3
0,2.076388889,0,6,281.2,7
0,1.377314815,0,3,282.662,8
0,1.462191358,0,4,283.14,7
0,1.496141975,0,1,287.119,5
0,1.366512346,0,0,265.87,6
0,1.49845679,0,5,271.39,9
0,1.69367284,0,5,266.76,7
0,1.966435185,0,6,276.33,4
0,1.712962963,0,0,282.85,2
0,1.457561728,0,0,288.48,5
0,1.966435185,0,0,280.65,6
0,1.74691358,0,0,281.37,2
0,1.879166667,0,0,283.64,4
0,2.047453704,0,0,285.38,3
0,1.684478372,0,4,281.85,1
0,2.076388889,0,4,282.81,2
0,1.449845679,0,1,291.85,5
0,1.377314815,0,1,282.6,7
0,1.633487654,0,1,274.45,6
0,1.68904321,0,1,271.75,3
0,1.473221423,0,1,273.59,2
0,2.166666667,0,1,276.55,4
0,1.473221423,0,2,279.75,4
0,1.68595679,0,1,276.38,1
0,1.760030864,0,1,277.59,5
0,1.377314815,0,0,278.65,4
0,2.048611111,0,4,278.85,4
0,2.174825175,0,5,283.59,6
0,2.047453704,0,1,284.65,5
0,1.473221423,0,1,271.41,2
0,1.457561728,0,0,282.16,9
0,1.457561728,0,1,282.662,5
0,1.74691358,0,5,276.75,7
0,1.487654321,0,0,282.39,6
0,2.127314815,0,0,279.24,3
0,1.520061728,0,0,285.95,9
0,2.00877193,0,0,287.84,3
0,1.684478372,0,4,283.14,5
0,2.048611111,0,0,267.72,2
0,1.965034965,0,6,268.16,1
0,2.00877193,0,6,273.7,3
0,1.317901235,0,0,263.94,3
0,1.69367284,0,0,261.742,6
0,1.633487654,0,0,262.26,8
0,1.457561728,0,1,258.93,5
0,2.076388889,0,6,265.93,3
0,1.965034965,0,6,266.37,6
0,1.366512346,0,0,254.55,2
0,1.633487654,0,0,262.03,5
0,1.366512346,0,1,269.92,5
0,1.760030864,0,1,275.05,5
0,1.449845679,0,0,272.56,2
0,2.00877193,0,6,274.55,2
0,2.125,0,3,275.15,1
0,2.125,0,5,274.75,5
0,1.734567901,0,3,279.25,6
0,1.449845679,0,0,271.25,2
0,1.645061728,0,1,277.37,4
0,1.615740741,0,6,274.55,11
0,1.69367284,0,0,272.26,4
