congestion,warningcounts,routeoption,datetime,day,directions
Heavy,0,1,05/03/2013 0:00,Fri,"Depart E Chestnut St toward N Michigan Ave, Turn left onto N Michigan Ave, Turn right onto E Wacker Dr, Keep straight onto W Wacker Dr, Bear left onto N Wacker Dr, Turn right onto W Randolph St, Arrive at W Randolph St"
Heavy,0,1,05/04/2013 0:00,Sat,"Depart E Chestnut St toward N Michigan Ave, Turn left onto N Michigan Ave, Turn right onto E Wacker Dr, Keep straight onto W Wacker Dr, Bear left onto N Wacker Dr, Turn right onto W Randolph St, Arrive at W Randolph St"
Heavy,0,1,05/05/2013 0:00,Sun,"Depart E Chestnut St toward N Michigan Ave, Turn left onto N Michigan Ave, Turn right onto E Wacker Dr, Keep straight onto W Wacker Dr, Bear left onto N Wacker Dr, Turn right onto W Randolph St, Arrive at W Randolph St"
Heavy,0,1,05/06/2013 0:00,Mon,"Depart E Chestnut St toward N Michigan Ave, Turn left onto N Michigan Ave, Turn right onto E Wacker Dr, Keep straight onto W Wacker Dr, Bear left onto N Wacker Dr, Turn right onto W Randolph St, Arrive at W Randolph St"
Heavy,0,1,05/07/2013 0:00,Tue,"Depart E Chestnut St toward N Michigan Ave, Turn left onto N Michigan Ave, Turn right onto E Wacker Dr, Keep straight onto W Wacker Dr, Bear left onto N Wacker Dr, Turn right onto W Randolph St, Arrive at W Randolph St"
Heavy,0,1,05/08/2013 0:00,Wed,"Depart E Chestnut St toward N Michigan Ave, Turn left onto N Michigan Ave, Turn right onto E Wacker Dr, Keep straight onto W Wacker Dr, Bear left onto N Wacker Dr, Turn right onto W Randolph St, Arrive at W Randolph St"
Heavy,0,1,05/09/2013 0:00,Thu,"Depart E Chestnut St toward N Michigan Ave, Turn left onto N Michigan Ave, Turn right onto E Wacker Dr, Keep straight onto W Wacker Dr, Bear left onto N Wacker Dr, Turn right onto W Randolph St, Arrive at W Randolph St"
Heavy,0,1,05/10/2013 0:00,Fri,"Depart E Chestnut St toward N Michigan Ave, Turn left onto N Michigan Ave, Turn right onto E Wacker Dr, Keep straight onto W Wacker Dr, Bear left onto N Wacker Dr, Turn right onto W Randolph St, Arrive at W Randolph St"
Heavy,0,1,05/11/2013 0:00,Sat,"Depart E Chestnut St toward N Michigan Ave, Turn left onto N Michigan Ave, Turn right onto E Wacker Dr, Keep straight onto W Wacker Dr, Bear left onto N Wacker Dr, Turn right onto W Randolph St, Arrive at W Randolph St"
Heavy,0,1,05/12/2013 0:00,Sun,"Depart E Chestnut St toward N Michigan Ave, Turn left onto N Michigan Ave, Turn right onto E Wacker Dr, Keep straight onto W Wacker Dr, Bear left onto N Wacker Dr, Turn right onto W Randolph St, Arrive at W Randolph St"
Heavy,0,1,5/13/2013 00:00,Mon,"Depart E Chestnut St toward N Michigan Ave, Turn left onto N Michigan Ave, Turn right onto E Wacker Dr, Keep straight onto W Wacker Dr, Bear left onto N Wacker Dr, Turn right onto W Randolph St, Arrive at W Randolph St"
Heavy,0,1,5/14/2013 00:00,Tue,"Depart E Chestnut St toward N Michigan Ave, Turn left onto N Michigan Ave, Turn right onto E Wacker Dr, Keep straight onto W Wacker Dr, Bear left onto N Wacker Dr, Turn right onto W Randolph St, Arrive at W Randolph St"
Heavy,0,1,5/15/2013 00:00,Wed,"Depart E Chestnut St toward N Michigan Ave, Turn left onto N Michigan Ave, Turn right onto E Wacker Dr, Keep straight onto W Wacker Dr, Bear left onto N Wacker Dr, Turn right onto W Randolph St, Arrive at W Randolph St"
Heavy,0,1,5/16/2013 00:00,Thu,"Depart E Chestnut St toward N Michigan Ave, Turn left onto N Michigan Ave, Turn right onto E Wacker Dr, Keep straight onto W Wacker Dr, Bear left onto N Wacker Dr, Turn right onto W Randolph St, Arrive at W Randolph St"
Heavy,0,1,5/17/2013 00:00,Fri,"Depart E Chestnut St toward N Michigan Ave, Turn left onto N Michigan Ave, Turn right onto E Wacker Dr, Keep straight onto W Wacker Dr, Bear left onto N Wacker Dr, Turn right onto W Randolph St, Arrive at W Randolph St"
Heavy,0,1,5/18/2013 00:00,Sat,"Depart E Chestnut St toward N Michigan Ave, Turn left onto N Michigan Ave, Turn right onto E Wacker Dr, Keep straight onto W Wacker Dr, Bear left onto N Wacker Dr, Turn right onto W Randolph St, Arrive at W Randolph St"
Heavy,0,1,5/19/2013 00:00,Sun,"Depart E Chestnut St toward N Michigan Ave, Turn left onto N Michigan Ave, Turn right onto E Wacker Dr, Keep straight onto W Wacker Dr, Bear left onto N Wacker Dr, Turn right onto W Randolph St, Arrive at W Randolph St"
Heavy,0,1,5/20/2013 00:00,Mon,"Depart E Chestnut St toward N Michigan Ave, Turn left onto N Michigan Ave, Turn right onto E Wacker Dr, Keep straight onto W Wacker Dr, Bear left onto N Wacker Dr, Turn right onto W Randolph St, Arrive at W Randolph St"
Heavy,0,1,5/21/2013 00:00,Tue,"Depart E Chestnut St toward N Michigan Ave, Turn left onto N Michigan Ave, Turn right onto E Wacker Dr, Keep straight onto W Wacker Dr, Bear left onto N Wacker Dr, Turn right onto W Randolph St, Arrive at W Randolph St"
Heavy,0,1,5/22/2013 00:00,Wed,"Depart E Chestnut St toward N Michigan Ave, Turn left onto N Michigan Ave, Turn right onto E Wacker Dr, Keep straight onto W Wacker Dr, Bear left onto N Wacker Dr, Turn right onto W Randolph St, Arrive at W Randolph St"
Heavy,0,1,5/23/2013 00:00,Thu,"Depart E Chestnut St toward N Michigan Ave, Turn left onto N Michigan Ave, Turn right onto E Wacker Dr, Keep straight onto W Wacker Dr, Bear left onto N Wacker Dr, Turn right onto W Randolph St, Arrive at W Randolph St"
Heavy,0,1,5/24/2013 00:00,Fri,"Depart E Chestnut St toward N Michigan Ave, Turn left onto N Michigan Ave, Turn right onto E Wacker Dr, Keep straight onto W Wacker Dr, Bear left onto N Wacker Dr, Turn right onto W Randolph St, Arrive at W Randolph St"
Heavy,0,1,5/25/2013 00:00,Sat,"Depart E Chestnut St toward N Michigan Ave, Turn left onto N Michigan Ave, Turn right onto E Wacker Dr, Keep straight onto W Wacker Dr, Bear left onto N Wacker Dr, Turn right onto W Randolph St, Arrive at W Randolph St"
Heavy,0,1,5/26/2013 00:00,Sun,"Depart E Chestnut St toward N Michigan Ave, Turn left onto N Michigan Ave, Turn right onto E Wacker Dr, Keep straight onto W Wacker Dr, Bear left onto N Wacker Dr, Turn right onto W Randolph St, Arrive at W Randolph St"
Heavy,0,1,5/27/2013 00:00,Mon,"Depart E Chestnut St toward N Michigan Ave, Turn left onto N Michigan Ave, Turn right onto E Wacker Dr, Keep straight onto W Wacker Dr, Bear left onto N Wacker Dr, Turn right onto W Randolph St, Arrive at W Randolph St"
Heavy,0,1,5/28/2013 00:00,Tue,"Depart E Chestnut St toward N Michigan Ave, Turn left onto N Michigan Ave, Turn right onto E Wacker Dr, Keep straight onto W Wacker Dr, Bear left onto N Wacker Dr, Turn right onto W Randolph St, Arrive at W Randolph St"
Heavy,0,1,5/29/2013 00:00,Wed,"Depart E Chestnut St toward N Michigan Ave, Turn left onto N Michigan Ave, Turn right onto E Wacker Dr, Keep straight onto W Wacker Dr, Bear left onto N Wacker Dr, Turn right onto W Randolph St, Arrive at W Randolph St"
Heavy,0,1,5/30/2013 00:00,Thu,"Depart E Chestnut St toward N Michigan Ave, Turn left onto N Michigan Ave, Turn right onto E Wacker Dr, Keep straight onto W Wacker Dr, Bear left onto N Wacker Dr, Turn right onto W Randolph St, Arrive at W Randolph St"
Heavy,0,1,5/31/2013 00:00,Fri,"Depart E Chestnut St toward N Michigan Ave, Turn left onto N Michigan Ave, Turn right onto E Wacker Dr, Keep straight onto W Wacker Dr, Bear left onto N Wacker Dr, Turn right onto W Randolph St, Arrive at W Randolph St"
Heavy,0,1,06/01/2013 0:00,Sat,"Depart E Chestnut St toward N Michigan Ave, Turn left onto N Michigan Ave, Turn right onto E Wacker Dr, Keep straight onto W Wacker Dr, Bear left onto N Wacker Dr, Turn right onto W Randolph St, Arrive at W Randolph St"
Heavy,0,1,06/02/2013 0:00,Sun,"Depart E Chestnut St toward N Michigan Ave, Turn left onto N Michigan Ave, Turn right onto E Wacker Dr, Keep straight onto W Wacker Dr, Bear left onto N Wacker Dr, Turn right onto W Randolph St, Arrive at W Randolph St"
Heavy,0,1,06/03/2013 0:00,Mon,"Depart E Chestnut St toward N Michigan Ave, Turn left onto N Michigan Ave, Turn right onto E Wacker Dr, Keep straight onto W Wacker Dr, Bear left onto N Wacker Dr, Turn right onto W Randolph St, Arrive at W Randolph St"
Heavy,0,1,06/04/2013 0:00,Tue,"Depart E Chestnut St toward N Michigan Ave, Turn left onto N Michigan Ave, Turn right onto E Wacker Dr, Keep straight onto W Wacker Dr, Bear left onto N Wacker Dr, Turn right onto W Randolph St, Arrive at W Randolph St"
Heavy,0,1,06/05/2013 0:00,Wed,"Depart E Chestnut St toward N Michigan Ave, Turn left onto N Michigan Ave, Turn right onto E Wacker Dr, Keep straight onto W Wacker Dr, Bear left onto N Wacker Dr, Turn right onto W Randolph St, Arrive at W Randolph St"
Heavy,0,1,06/06/2013 0:00,Thu,"Depart E Chestnut St toward N Michigan Ave, Turn left onto N Michigan Ave, Turn right onto E Wacker Dr, Keep straight onto W Wacker Dr, Bear left onto N Wacker Dr, Turn right onto W Randolph St, Arrive at W Randolph St"
Heavy,0,1,06/07/2013 0:00,Fri,"Depart E Chestnut St toward N Michigan Ave, Turn left onto N Michigan Ave, Turn right onto E Wacker Dr, Keep straight onto W Wacker Dr, Bear left onto N Wacker Dr, Turn right onto W Randolph St, Arrive at W Randolph St"
Heavy,0,1,06/08/2013 0:00,Sat,"Depart E Chestnut St toward N Michigan Ave, Turn left onto N Michigan Ave, Turn right onto E Wacker Dr, Keep straight onto W Wacker Dr, Bear left onto N Wacker Dr, Turn right onto W Randolph St, Arrive at W Randolph St"
Heavy,0,1,06/09/2013 0:00,Sun,"Depart E Chestnut St toward N Michigan Ave, Turn left onto N Michigan Ave, Turn right onto E Wacker Dr, Keep straight onto W Wacker Dr, Bear left onto N Wacker Dr, Turn right onto W Randolph St, Arrive at W Randolph St"
Heavy,0,1,06/10/2013 0:00,Mon,"Depart E Chestnut St toward N Michigan Ave, Turn left onto N Michigan Ave, Turn right onto E Wacker Dr, Keep straight onto W Wacker Dr, Bear left onto N Wacker Dr, Turn right onto W Randolph St, Arrive at W Randolph St"
Heavy,0,1,06/11/2013 0:00,Tue,"Depart E Chestnut St toward N Michigan Ave, Turn left onto N Michigan Ave, Turn right onto E Wacker Dr, Keep straight onto W Wacker Dr, Bear left onto N Wacker Dr, Turn right onto W Randolph St, Arrive at W Randolph St"
Heavy,0,1,06/12/2013 0:00,Wed,"Depart E Chestnut St toward N Michigan Ave, Turn left onto N Michigan Ave, Turn right onto E Wacker Dr, Keep straight onto W Wacker Dr, Bear left onto N Wacker Dr, Turn right onto W Randolph St, Arrive at W Randolph St"
Heavy,0,1,6/13/2013 00:00,Thu,"Depart E Chestnut St toward N Michigan Ave, Turn left onto N Michigan Ave, Turn right onto E Wacker Dr, Keep straight onto W Wacker Dr, Bear left onto N Wacker Dr, Turn right onto W Randolph St, Arrive at W Randolph St"
Heavy,0,1,6/14/2013 00:00,Fri,"Depart E Chestnut St toward N Michigan Ave, Turn left onto N Michigan Ave, Turn right onto E Wacker Dr, Keep straight onto W Wacker Dr, Bear left onto N Wacker Dr, Turn right onto W Randolph St, Arrive at W Randolph St"
Heavy,0,1,6/15/2013 00:00,Sat,"Depart E Chestnut St toward N Michigan Ave, Turn left onto N Michigan Ave, Turn right onto E Wacker Dr, Keep straight onto W Wacker Dr, Bear left onto N Wacker Dr, Turn right onto W Randolph St, Arrive at W Randolph St"
Heavy,0,1,6/16/2013 00:00,Sun,"Depart E Chestnut St toward N Michigan Ave, Turn left onto N Michigan Ave, Turn right onto E Wacker Dr, Keep straight onto W Wacker Dr, Bear left onto N Wacker Dr, Turn right onto W Randolph St, Arrive at W Randolph St"
Heavy,0,1,6/17/2013 00:00,Mon,"Depart E Chestnut St toward N Michigan Ave, Turn left onto N Michigan Ave, Turn right onto E Wacker Dr, Keep straight onto W Wacker Dr, Bear left onto N Wacker Dr, Turn right onto W Randolph St, Arrive at W Randolph St"
Heavy,0,1,6/18/2013 00:00,Tue,"Depart E Chestnut St toward N Michigan Ave, Turn left onto N Michigan Ave, Turn right onto E Wacker Dr, Keep straight onto W Wacker Dr, Bear left onto N Wacker Dr, Turn right onto W Randolph St, Arrive at W Randolph St"
Heavy,0,1,6/19/2013 00:00,Wed,"Depart E Chestnut St toward N Michigan Ave, Turn left onto N Michigan Ave, Turn right onto E Wacker Dr, Keep straight onto W Wacker Dr, Bear left onto N Wacker Dr, Turn right onto W Randolph St, Arrive at W Randolph St"
Heavy,0,1,6/20/2013 00:00,Thu,"Depart E Chestnut St toward N Michigan Ave, Turn left onto N Michigan Ave, Turn right onto E Wacker Dr, Keep straight onto W Wacker Dr, Bear left onto N Wacker Dr, Turn right onto W Randolph St, Arrive at W Randolph St"
Heavy,0,1,6/21/2013 00:00,Fri,"Depart E Chestnut St toward N Michigan Ave, Turn left onto N Michigan Ave, Turn right onto E Wacker Dr, Keep straight onto W Wacker Dr, Bear left onto N Wacker Dr, Turn right onto W Randolph St, Arrive at W Randolph St"
Heavy,0,1,6/22/2013 00:00,Sat,"Depart E Chestnut St toward N Michigan Ave, Turn left onto N Michigan Ave, Turn right onto E Wacker Dr, Keep straight onto W Wacker Dr, Bear left onto N Wacker Dr, Turn right onto W Randolph St, Arrive at W Randolph St"
Heavy,0,1,6/23/2013 00:00,Sun,"Depart E Chestnut St toward N Michigan Ave, Turn left onto N Michigan Ave, Turn right onto E Wacker Dr, Keep straight onto W Wacker Dr, Bear left onto N Wacker Dr, Turn right onto W Randolph St, Arrive at W Randolph St"
Heavy,0,1,6/24/2013 00:00,Mon,"Depart E Chestnut St toward N Michigan Ave, Turn left onto N Michigan Ave, Turn right onto E Wacker Dr, Keep straight onto W Wacker Dr, Bear left onto N Wacker Dr, Turn right onto W Randolph St, Arrive at W Randolph St"
Heavy,0,1,6/25/2013 00:00,Tue,"Depart E Chestnut St toward N Michigan Ave, Turn left onto N Michigan Ave, Turn right onto E Wacker Dr, Keep straight onto W Wacker Dr, Bear left onto N Wacker Dr, Turn right onto W Randolph St, Arrive at W Randolph St"
Heavy,0,1,6/26/2013 00:00,Wed,"Depart E Chestnut St toward N Michigan Ave, Turn left onto N Michigan Ave, Turn right onto E Wacker Dr, Keep straight onto W Wacker Dr, Bear left onto N Wacker Dr, Turn right onto W Randolph St, Arrive at W Randolph St"
Heavy,0,1,6/27/2013 00:00,Thu,"Depart E Chestnut St toward N Michigan Ave, Turn left onto N Michigan Ave, Turn right onto E Wacker Dr, Keep straight onto W Wacker Dr, Bear left onto N Wacker Dr, Turn right onto W Randolph St, Arrive at W Randolph St"
Heavy,0,1,6/28/2013 00:00,Fri,"Depart E Chestnut St toward N Michigan Ave, Turn left onto N Michigan Ave, Turn right onto E Wacker Dr, Keep straight onto W Wacker Dr, Bear left onto N Wacker Dr, Turn right onto W Randolph St, Arrive at W Randolph St"
Heavy,0,1,6/29/2013 00:00,Sat,"Depart E Chestnut St toward N Michigan Ave, Turn left onto N Michigan Ave, Turn right onto E Wacker Dr, Keep straight onto W Wacker Dr, Bear left onto N Wacker Dr, Turn right onto W Randolph St, Arrive at W Randolph St"
Heavy,0,1,6/30/2013 00:00,Sun,"Depart E Chestnut St toward N Michigan Ave, Turn left onto N Michigan Ave, Turn right onto E Wacker Dr, Keep straight onto W Wacker Dr, Bear left onto N Wacker Dr, Turn right onto W Randolph St, Arrive at W Randolph St"
Heavy,0,1,07/01/2013 0:00,Mon,"Depart E Chestnut St toward N Michigan Ave, Turn left onto N Michigan Ave, Turn right onto E Wacker Dr, Keep straight onto W Wacker Dr, Bear left onto N Wacker Dr, Turn right onto W Randolph St, Arrive at W Randolph St"
Heavy,0,1,07/02/2013 0:00,Tue,"Depart E Chestnut St toward N Michigan Ave, Turn left onto N Michigan Ave, Turn right onto E Wacker Dr, Keep straight onto W Wacker Dr, Bear left onto N Wacker Dr, Turn right onto W Randolph St, Arrive at W Randolph St"
Heavy,0,1,07/03/2013 0:00,Wed,"Depart E Chestnut St toward N Michigan Ave, Turn left onto N Michigan Ave, Turn right onto E Wacker Dr, Keep straight onto W Wacker Dr, Bear left onto N Wacker Dr, Turn right onto W Randolph St, Arrive at W Randolph St"
Heavy,0,1,07/04/2013 0:00,Thu,"Depart E Chestnut St toward N Michigan Ave, Turn left onto N Michigan Ave, Turn right onto E Wacker Dr, Keep straight onto W Wacker Dr, Bear left onto N Wacker Dr, Turn right onto W Randolph St, Arrive at W Randolph St"
Heavy,0,1,07/05/2013 0:00,Fri,"Depart E Chestnut St toward N Michigan Ave, Turn left onto N Michigan Ave, Turn right onto E Wacker Dr, Keep straight onto W Wacker Dr, Bear left onto N Wacker Dr, Turn right onto W Randolph St, Arrive at W Randolph St"
Heavy,0,1,07/06/2013 0:00,Sat,"Depart E Chestnut St toward N Michigan Ave, Turn left onto N Michigan Ave, Turn right onto E Wacker Dr, Keep straight onto W Wacker Dr, Bear left onto N Wacker Dr, Turn right onto W Randolph St, Arrive at W Randolph St"
Heavy,0,1,07/07/2013 0:00,Sun,"Depart E Chestnut St toward N Michigan Ave, Turn left onto N Michigan Ave, Turn right onto E Wacker Dr, Keep straight onto W Wacker Dr, Bear left onto N Wacker Dr, Turn right onto W Randolph St, Arrive at W Randolph St"
Heavy,0,1,07/08/2013 0:00,Mon,"Depart E Chestnut St toward N Michigan Ave, Turn left onto N Michigan Ave, Turn right onto E Wacker Dr, Keep straight onto W Wacker Dr, Bear left onto N Wacker Dr, Turn right onto W Randolph St, Arrive at W Randolph St"
Heavy,0,1,07/09/2013 0:00,Tue,"Depart E Chestnut St toward N Michigan Ave, Turn left onto N Michigan Ave, Turn right onto E Wacker Dr, Keep straight onto W Wacker Dr, Bear left onto N Wacker Dr, Turn right onto W Randolph St, Arrive at W Randolph St"
Heavy,0,1,07/10/2013 0:00,Wed,"Depart E Chestnut St toward N Michigan Ave, Turn left onto N Michigan Ave, Turn right onto E Wacker Dr, Keep straight onto W Wacker Dr, Bear left onto N Wacker Dr, Turn right onto W Randolph St, Arrive at W Randolph St"
Heavy,0,1,07/11/2013 0:00,Thu,"Depart E Chestnut St toward N Michigan Ave, Turn left onto N Michigan Ave, Turn right onto E Wacker Dr, Keep straight onto W Wacker Dr, Bear left onto N Wacker Dr, Turn right onto W Randolph St, Arrive at W Randolph St"
Heavy,0,1,07/12/2013 0:00,Fri,"Depart E Chestnut St toward N Michigan Ave, Turn left onto N Michigan Ave, Turn right onto E Wacker Dr, Keep straight onto W Wacker Dr, Bear left onto N Wacker Dr, Turn right onto W Randolph St, Arrive at W Randolph St"
Heavy,0,1,7/13/2013 00:00,Sat,"Depart E Chestnut St toward N Michigan Ave, Turn left onto N Michigan Ave, Turn right onto E Wacker Dr, Keep straight onto W Wacker Dr, Bear left onto N Wacker Dr, Turn right onto W Randolph St, Arrive at W Randolph St"
Heavy,0,1,7/14/2013 00:00,Sun,"Depart E Chestnut St toward N Michigan Ave, Turn left onto N Michigan Ave, Turn right onto E Wacker Dr, Keep straight onto W Wacker Dr, Bear left onto N Wacker Dr, Turn right onto W Randolph St, Arrive at W Randolph St"
Heavy,0,1,7/15/2013 00:00,Mon,"Depart E Chestnut St toward N Michigan Ave, Turn left onto N Michigan Ave, Turn right onto E Wacker Dr, Keep straight onto W Wacker Dr, Bear left onto N Wacker Dr, Turn right onto W Randolph St, Arrive at W Randolph St"
Heavy,0,1,7/16/2013 00:00,Tue,"Depart E Chestnut St toward N Michigan Ave, Turn left onto N Michigan Ave, Turn right onto E Wacker Dr, Keep straight onto W Wacker Dr, Bear left onto N Wacker Dr, Turn right onto W Randolph St, Arrive at W Randolph St"
Heavy,0,1,7/17/2013 00:00,Wed,"Depart E Chestnut St toward N Michigan Ave, Turn left onto N Michigan Ave, Turn right onto E Wacker Dr, Keep straight onto W Wacker Dr, Bear left onto N Wacker Dr, Turn right onto W Randolph St, Arrive at W Randolph St"
Heavy,0,1,7/18/2013 00:00,Thu,"Depart E Chestnut St toward N Michigan Ave, Turn left onto N Michigan Ave, Turn right onto E Wacker Dr, Keep straight onto W Wacker Dr, Bear left onto N Wacker Dr, Turn right onto W Randolph St, Arrive at W Randolph St"
Heavy,0,1,7/19/2013 00:00,Fri,"Depart E Chestnut St toward N Michigan Ave, Turn left onto N Michigan Ave, Turn right onto E Wacker Dr, Keep straight onto W Wacker Dr, Bear left onto N Wacker Dr, Turn right onto W Randolph St, Arrive at W Randolph St"
Heavy,0,1,7/20/2013 00:00,Sat,"Depart E Chestnut St toward N Michigan Ave, Turn left onto N Michigan Ave, Turn right onto E Wacker Dr, Keep straight onto W Wacker Dr, Bear left onto N Wacker Dr, Turn right onto W Randolph St, Arrive at W Randolph St"
Heavy,0,1,7/21/2013 00:00,Sun,"Depart E Chestnut St toward N Michigan Ave, Turn left onto N Michigan Ave, Turn right onto E Wacker Dr, Keep straight onto W Wacker Dr, Bear left onto N Wacker Dr, Turn right onto W Randolph St, Arrive at W Randolph St"
Heavy,0,1,7/22/2013 00:00,Mon,"Depart E Chestnut St toward N Michigan Ave, Turn left onto N Michigan Ave, Turn right onto E Wacker Dr, Keep straight onto W Wacker Dr, Bear left onto N Wacker Dr, Turn right onto W Randolph St, Arrive at W Randolph St"
Heavy,0,1,7/23/2013 00:00,Tue,"Depart E Chestnut St toward N Michigan Ave, Turn left onto N Michigan Ave, Turn right onto E Wacker Dr, Keep straight onto W Wacker Dr, Bear left onto N Wacker Dr, Turn right onto W Randolph St, Arrive at W Randolph St"
Heavy,0,1,7/24/2013 00:00,Wed,"Depart E Chestnut St toward N Michigan Ave, Turn left onto N Michigan Ave, Turn right onto E Wacker Dr, Keep straight onto W Wacker Dr, Bear left onto N Wacker Dr, Turn right onto W Randolph St, Arrive at W Randolph St"
Heavy,0,1,7/25/2013 00:00,Thu,"Depart E Chestnut St toward N Michigan Ave, Turn left onto N Michigan Ave, Turn right onto E Wacker Dr, Keep straight onto W Wacker Dr, Bear left onto N Wacker Dr, Turn right onto W Randolph St, Arrive at W Randolph St"
Heavy,0,1,7/26/2013 00:00,Fri,"Depart E Chestnut St toward N Michigan Ave, Turn left onto N Michigan Ave, Turn right onto E Wacker Dr, Keep straight onto W Wacker Dr, Bear left onto N Wacker Dr, Turn right onto W Randolph St, Arrive at W Randolph St"
Heavy,0,1,7/27/2013 00:00,Sat,"Depart E Chestnut St toward N Michigan Ave, Turn left onto N Michigan Ave, Turn right onto E Wacker Dr, Keep straight onto W Wacker Dr, Bear left onto N Wacker Dr, Turn right onto W Randolph St, Arrive at W Randolph St"
Heavy,0,1,7/28/2013 00:00,Sun,"Depart E Chestnut St toward N Michigan Ave, Turn left onto N Michigan Ave, Turn right onto E Wacker Dr, Keep straight onto W Wacker Dr, Bear left onto N Wacker Dr, Turn right onto W Randolph St, Arrive at W Randolph St"
Heavy,0,1,7/29/2013 00:00,Mon,"Depart E Chestnut St toward N Michigan Ave, Turn left onto N Michigan Ave, Turn right onto E Wacker Dr, Keep straight onto W Wacker Dr, Bear left onto N Wacker Dr, Turn right onto W Randolph St, Arrive at W Randolph St"
Heavy,0,1,7/30/2013 00:00,Tue,"Depart E Chestnut St toward N Michigan Ave, Turn left onto N Michigan Ave, Turn right onto E Wacker Dr, Keep straight onto W Wacker Dr, Bear left onto N Wacker Dr, Turn right onto W Randolph St, Arrive at W Randolph St"
Heavy,0,1,7/31/2013 00:00,Wed,"Depart E Chestnut St toward N Michigan Ave, Turn left onto N Michigan Ave, Turn right onto E Wacker Dr, Keep straight onto W Wacker Dr, Bear left onto N Wacker Dr, Turn right onto W Randolph St, Arrive at W Randolph St"
Heavy,0,1,08/01/2013 0:00,Thu,"Depart E Chestnut St toward N Michigan Ave, Turn left onto N Michigan Ave, Turn right onto E Wacker Dr, Keep straight onto W Wacker Dr, Bear left onto N Wacker Dr, Turn right onto W Randolph St, Arrive at W Randolph St"
Heavy,0,1,08/02/2013 0:00,Fri,"Depart E Chestnut St toward N Michigan Ave, Turn left onto N Michigan Ave, Turn right onto E Wacker Dr, Keep straight onto W Wacker Dr, Bear left onto N Wacker Dr, Turn right onto W Randolph St, Arrive at W Randolph St"
Heavy,0,1,08/03/2013 0:00,Sat,"Depart E Chestnut St toward N Michigan Ave, Turn left onto N Michigan Ave, Turn right onto E Wacker Dr, Keep straight onto W Wacker Dr, Bear left onto N Wacker Dr, Turn right onto W Randolph St, Arrive at W Randolph St"
Heavy,0,1,08/04/2013 0:00,Sun,"Depart E Chestnut St toward N Michigan Ave, Turn left onto N Michigan Ave, Turn right onto E Wacker Dr, Keep straight onto W Wacker Dr, Bear left onto N Wacker Dr, Turn right onto W Randolph St, Arrive at W Randolph St"
Heavy,0,1,08/05/2013 0:00,Mon,"Depart E Chestnut St toward N Michigan Ave, Turn left onto N Michigan Ave, Turn right onto E Wacker Dr, Keep straight onto W Wacker Dr, Bear left onto N Wacker Dr, Turn right onto W Randolph St, Arrive at W Randolph St"
Heavy,0,1,08/06/2013 0:00,Tue,"Depart E Chestnut St toward N Michigan Ave, Turn left onto N Michigan Ave, Turn right onto E Wacker Dr, Keep straight onto W Wacker Dr, Bear left onto N Wacker Dr, Turn right onto W Randolph St, Arrive at W Randolph St"
Heavy,0,1,08/07/2013 0:00,Wed,"Depart E Chestnut St toward N Michigan Ave, Turn left onto N Michigan Ave, Turn right onto E Wacker Dr, Keep straight onto W Wacker Dr, Bear left onto N Wacker Dr, Turn right onto W Randolph St, Arrive at W Randolph St"
Heavy,0,1,08/08/2013 0:00,Thu,"Depart E Chestnut St toward N Michigan Ave, Turn left onto N Michigan Ave, Turn right onto E Wacker Dr, Keep straight onto W Wacker Dr, Bear left onto N Wacker Dr, Turn right onto W Randolph St, Arrive at W Randolph St"
Heavy,0,1,08/09/2013 0:00,Fri,"Depart E Chestnut St toward N Michigan Ave, Turn left onto N Michigan Ave, Turn right onto E Wacker Dr, Keep straight onto W Wacker Dr, Bear left onto N Wacker Dr, Turn right onto W Randolph St, Arrive at W Randolph St"
Heavy,0,1,08/10/2013 0:00,Sat,"Depart E Chestnut St toward N Michigan Ave, Turn left onto N Michigan Ave, Turn right onto E Wacker Dr, Keep straight onto W Wacker Dr, Bear left onto N Wacker Dr, Turn right onto W Randolph St, Arrive at W Randolph St"
Heavy,0,1,08/11/2013 0:00,Sun,"Depart E Chestnut St toward N Michigan Ave, Turn left onto N Michigan Ave, Turn right onto E Wacker Dr, Keep straight onto W Wacker Dr, Bear left onto N Wacker Dr, Turn right onto W Randolph St, Arrive at W Randolph St"
Heavy,0,1,08/12/2013 0:00,Mon,"Depart E Chestnut St toward N Michigan Ave, Turn left onto N Michigan Ave, Turn right onto E Wacker Dr, Keep straight onto W Wacker Dr, Bear left onto N Wacker Dr, Turn right onto W Randolph St, Arrive at W Randolph St"
Heavy,0,1,8/13/2013 00:00,Tue,"Depart E Chestnut St toward N Michigan Ave, Turn left onto N Michigan Ave, Turn right onto E Wacker Dr, Keep straight onto W Wacker Dr, Bear left onto N Wacker Dr, Turn right onto W Randolph St, Arrive at W Randolph St"
Heavy,0,1,8/14/2013 00:00,Wed,"Depart E Chestnut St toward N Michigan Ave, Turn left onto N Michigan Ave, Turn right onto E Wacker Dr, Keep straight onto W Wacker Dr, Bear left onto N Wacker Dr, Turn right onto W Randolph St, Arrive at W Randolph St"
Heavy,0,1,8/15/2013 00:00,Thu,"Depart E Chestnut St toward N Michigan Ave, Turn left onto N Michigan Ave, Turn right onto E Wacker Dr, Keep straight onto W Wacker Dr, Bear left onto N Wacker Dr, Turn right onto W Randolph St, Arrive at W Randolph St"
