congestion,warningcounts,routeoption,datetime,day,directions
Heavy,0,1,08/01/2015 0:00,Sat,"Depart E Chestnut St toward N Michigan Ave,Depart E Chestnut St toward N Michigan Ave,Turn left onto N Michigan Ave,Turn right onto E Wacker Dr,Keep straight onto W Wacker Dr,Bear left onto N Wacker Dr,Turn right onto W Randolph St,Arrive at W Randolph St"
Heavy,0,1,08/02/2015 0:00,Sun,"Depart E Chestnut St toward N Michigan Ave,Depart E Chestnut St toward N Michigan Ave,Turn left onto N Michigan Ave,Turn right onto E Wacker Dr,Keep straight onto W Wacker Dr,Bear left onto N Wacker Dr,Turn right onto W Randolph St,Arrive at W Randolph St"
Heavy,0,1,08/03/2015 0:00,Mon,"Depart E Chestnut St toward N Michigan Ave,Depart E Chestnut St toward N Michigan Ave,Turn left onto N Michigan Ave,Turn right onto E Wacker Dr,Keep straight onto W Wacker Dr,Bear left onto N Wacker Dr,Turn right onto W Randolph St,Arrive at W Randolph St"
Heavy,0,1,08/04/2015 0:00,Tue,"Depart E Chestnut St toward N Michigan Ave,Depart E Chestnut St toward N Michigan Ave,Turn left onto N Michigan Ave,Turn right onto E Wacker Dr,Keep straight onto W Wacker Dr,Bear left onto N Wacker Dr,Turn right onto W Randolph St,Arrive at W Randolph St"
Heavy,0,1,08/05/2015 0:00,Wed,"Depart E Chestnut St toward N Michigan Ave,Depart E Chestnut St toward N Michigan Ave,Turn left onto N Michigan Ave,Turn right onto E Wacker Dr,Keep straight onto W Wacker Dr,Bear left onto N Wacker Dr,Turn right onto W Randolph St,Arrive at W Randolph St"
Heavy,0,1,08/06/2015 0:00,Thu,"Depart E Chestnut St toward N Michigan Ave,Depart E Chestnut St toward N Michigan Ave,Turn left onto N Michigan Ave,Turn right onto E Wacker Dr,Keep straight onto W Wacker Dr,Bear left onto N Wacker Dr,Turn right onto W Randolph St,Arrive at W Randolph St"
Heavy,0,1,08/07/2015 0:00,Fri,"Depart E Chestnut St toward N Michigan Ave,Depart E Chestnut St toward N Michigan Ave,Turn left onto N Michigan Ave,Turn right onto E Wacker Dr,Keep straight onto W Wacker Dr,Bear left onto N Wacker Dr,Turn right onto W Randolph St,Arrive at W Randolph St"
Heavy,0,1,08/08/2015 0:00,Sat,"Depart E Chestnut St toward N Michigan Ave,Depart E Chestnut St toward N Michigan Ave,Turn left onto N Michigan Ave,Turn right onto E Wacker Dr,Keep straight onto W Wacker Dr,Bear left onto N Wacker Dr,Turn right onto W Randolph St,Arrive at W Randolph St"
Heavy,0,1,08/09/2015 0:00,Sun,"Depart E Chestnut St toward N Michigan Ave,Depart E Chestnut St toward N Michigan Ave,Turn left onto N Michigan Ave,Turn right onto E Wacker Dr,Keep straight onto W Wacker Dr,Bear left onto N Wacker Dr,Turn right onto W Randolph St,Arrive at W Randolph St"
Heavy,0,1,08/10/2015 0:00,Mon,"Depart E Chestnut St toward N Michigan Ave,Depart E Chestnut St toward N Michigan Ave,Turn left onto N Michigan Ave,Turn right onto E Wacker Dr,Keep straight onto W Wacker Dr,Bear left onto N Wacker Dr,Turn right onto W Randolph St,Arrive at W Randolph St"
Heavy,0,1,08/11/2015 0:00,Tue,"Depart E Chestnut St toward N Michigan Ave,Depart E Chestnut St toward N Michigan Ave,Turn left onto N Michigan Ave,Turn right onto E Wacker Dr,Keep straight onto W Wacker Dr,Bear left onto N Wacker Dr,Turn right onto W Randolph St,Arrive at W Randolph St"
Heavy,0,1,08/12/2015 0:00,Wed,"Depart E Chestnut St toward N Michigan Ave,Depart E Chestnut St toward N Michigan Ave,Turn left onto N Michigan Ave,Turn right onto E Wacker Dr,Keep straight onto W Wacker Dr,Bear left onto N Wacker Dr,Turn right onto W Randolph St,Arrive at W Randolph St"
Heavy,0,1,8/13/2015 00:00,Thu,"Depart E Chestnut St toward N Michigan Ave,Depart E Chestnut St toward N Michigan Ave,Turn left onto N Michigan Ave,Turn right onto E Wacker Dr,Keep straight onto W Wacker Dr,Bear left onto N Wacker Dr,Turn right onto W Randolph St,Arrive at W Randolph St"
Heavy,0,1,8/14/2015 00:00,Fri,"Depart E Chestnut St toward N Michigan Ave,Depart E Chestnut St toward N Michigan Ave,Turn left onto N Michigan Ave,Turn right onto E Wacker Dr,Keep straight onto W Wacker Dr,Bear left onto N Wacker Dr,Turn right onto W Randolph St,Arrive at W Randolph St"
Heavy,0,1,8/15/2015 00:00,Sat,"Depart E Chestnut St toward N Michigan Ave,Depart E Chestnut St toward N Michigan Ave,Turn left onto N Michigan Ave,Turn right onto E Wacker Dr,Keep straight onto W Wacker Dr,Bear left onto N Wacker Dr,Turn right onto W Randolph St,Arrive at W Randolph St"
Heavy,0,1,8/16/2015 00:00,Sun,"Depart E Chestnut St toward N Michigan Ave,Depart E Chestnut St toward N Michigan Ave,Turn left onto N Michigan Ave,Turn right onto E Wacker Dr,Keep straight onto W Wacker Dr,Bear left onto N Wacker Dr,Turn right onto W Randolph St,Arrive at W Randolph St"
Heavy,0,1,8/17/2015 00:00,Mon,"Depart E Chestnut St toward N Michigan Ave,Depart E Chestnut St toward N Michigan Ave,Turn left onto N Michigan Ave,Turn right onto E Wacker Dr,Keep straight onto W Wacker Dr,Bear left onto N Wacker Dr,Turn right onto W Randolph St,Arrive at W Randolph St"
Heavy,0,1,8/18/2015 00:00,Tue,"Depart E Chestnut St toward N Michigan Ave,Depart E Chestnut St toward N Michigan Ave,Turn left onto N Michigan Ave,Turn right onto E Wacker Dr,Keep straight onto W Wacker Dr,Bear left onto N Wacker Dr,Turn right onto W Randolph St,Arrive at W Randolph St"
Heavy,0,1,8/19/2015 00:00,Wed,"Depart E Chestnut St toward N Michigan Ave,Depart E Chestnut St toward N Michigan Ave,Turn left onto N Michigan Ave,Turn right onto E Wacker Dr,Keep straight onto W Wacker Dr,Bear left onto N Wacker Dr,Turn right onto W Randolph St,Arrive at W Randolph St"
Heavy,0,1,8/20/2015 00:00,Thu,"Depart E Chestnut St toward N Michigan Ave,Depart E Chestnut St toward N Michigan Ave,Turn left onto N Michigan Ave,Turn right onto E Wacker Dr,Keep straight onto W Wacker Dr,Bear left onto N Wacker Dr,Turn right onto W Randolph St,Arrive at W Randolph St"
Heavy,0,1,8/21/2015 00:00,Fri,"Depart E Chestnut St toward N Michigan Ave,Depart E Chestnut St toward N Michigan Ave,Turn left onto N Michigan Ave,Turn right onto E Wacker Dr,Keep straight onto W Wacker Dr,Bear left onto N Wacker Dr,Turn right onto W Randolph St,Arrive at W Randolph St"
Heavy,0,1,8/22/2015 00:00,Sat,"Depart E Chestnut St toward N Michigan Ave,Depart E Chestnut St toward N Michigan Ave,Turn left onto N Michigan Ave,Turn right onto E Wacker Dr,Keep straight onto W Wacker Dr,Bear left onto N Wacker Dr,Turn right onto W Randolph St,Arrive at W Randolph St"
Heavy,0,1,8/23/2015 00:00,Sun,"Depart E Chestnut St toward N Michigan Ave,Depart E Chestnut St toward N Michigan Ave,Turn left onto N Michigan Ave,Turn right onto E Wacker Dr,Keep straight onto W Wacker Dr,Bear left onto N Wacker Dr,Turn right onto W Randolph St,Arrive at W Randolph St"
Heavy,0,1,8/24/2015 00:00,Mon,"Depart E Chestnut St toward N Michigan Ave,Depart E Chestnut St toward N Michigan Ave,Turn left onto N Michigan Ave,Turn right onto E Wacker Dr,Keep straight onto W Wacker Dr,Bear left onto N Wacker Dr,Turn right onto W Randolph St,Arrive at W Randolph St"
Heavy,0,1,8/25/2015 00:00,Tue,"Depart E Chestnut St toward N Michigan Ave,Depart E Chestnut St toward N Michigan Ave,Turn left onto N Michigan Ave,Turn right onto E Wacker Dr,Keep straight onto W Wacker Dr,Bear left onto N Wacker Dr,Turn right onto W Randolph St,Arrive at W Randolph St"
Heavy,0,1,8/26/2015 00:00,Wed,"Depart E Chestnut St toward N Michigan Ave,Depart E Chestnut St toward N Michigan Ave,Turn left onto N Michigan Ave,Turn right onto E Wacker Dr,Keep straight onto W Wacker Dr,Bear left onto N Wacker Dr,Turn right onto W Randolph St,Arrive at W Randolph St"
Heavy,0,1,8/27/2015 00:00,Thu,"Depart E Chestnut St toward N Michigan Ave,Depart E Chestnut St toward N Michigan Ave,Turn left onto N Michigan Ave,Turn right onto E Wacker Dr,Keep straight onto W Wacker Dr,Bear left onto N Wacker Dr,Turn right onto W Randolph St,Arrive at W Randolph St"
Heavy,0,1,8/28/2015 00:00,Fri,"Depart E Chestnut St toward N Michigan Ave,Depart E Chestnut St toward N Michigan Ave,Turn left onto N Michigan Ave,Turn right onto E Wacker Dr,Keep straight onto W Wacker Dr,Bear left onto N Wacker Dr,Turn right onto W Randolph St,Arrive at W Randolph St"
Heavy,0,1,8/29/2015 00:00,Sat,"Depart E Chestnut St toward N Michigan Ave,Depart E Chestnut St toward N Michigan Ave,Turn left onto N Michigan Ave,Turn right onto E Wacker Dr,Keep straight onto W Wacker Dr,Bear left onto N Wacker Dr,Turn right onto W Randolph St,Arrive at W Randolph St"
Heavy,0,1,8/30/2015 00:00,Sun,"Depart E Chestnut St toward N Michigan Ave,Depart E Chestnut St toward N Michigan Ave,Turn left onto N Michigan Ave,Turn right onto E Wacker Dr,Keep straight onto W Wacker Dr,Bear left onto N Wacker Dr,Turn right onto W Randolph St,Arrive at W Randolph St"
Heavy,0,1,8/31/2015 00:00,Mon,"Depart E Chestnut St toward N Michigan Ave,Depart E Chestnut St toward N Michigan Ave,Turn left onto N Michigan Ave,Turn right onto E Wacker Dr,Keep straight onto W Wacker Dr,Bear left onto N Wacker Dr,Turn right onto W Randolph St,Arrive at W Randolph St"
Heavy,0,1,09/01/2015 0:00,Tue,"Depart E Chestnut St toward N Michigan Ave,Depart E Chestnut St toward N Michigan Ave,Turn left onto N Michigan Ave,Turn right onto E Wacker Dr,Keep straight onto W Wacker Dr,Bear left onto N Wacker Dr,Turn right onto W Randolph St,Arrive at W Randolph St"
Heavy,0,1,09/02/2015 0:00,Wed,"Depart E Chestnut St toward N Michigan Ave,Depart E Chestnut St toward N Michigan Ave,Turn left onto N Michigan Ave,Turn right onto E Wacker Dr,Keep straight onto W Wacker Dr,Bear left onto N Wacker Dr,Turn right onto W Randolph St,Arrive at W Randolph St"
Heavy,0,1,09/03/2015 0:00,Thu,"Depart E Chestnut St toward N Michigan Ave,Depart E Chestnut St toward N Michigan Ave,Turn left onto N Michigan Ave,Turn right onto E Wacker Dr,Keep straight onto W Wacker Dr,Bear left onto N Wacker Dr,Turn right onto W Randolph St,Arrive at W Randolph St"
Heavy,0,1,09/04/2015 0:00,Fri,"Depart E Chestnut St toward N Michigan Ave,Depart E Chestnut St toward N Michigan Ave,Turn left onto N Michigan Ave,Turn right onto E Wacker Dr,Keep straight onto W Wacker Dr,Bear left onto N Wacker Dr,Turn right onto W Randolph St,Arrive at W Randolph St"
Heavy,0,1,09/05/2015 0:00,Sat,"Depart E Chestnut St toward N Michigan Ave,Depart E Chestnut St toward N Michigan Ave,Turn left onto N Michigan Ave,Turn right onto E Wacker Dr,Keep straight onto W Wacker Dr,Bear left onto N Wacker Dr,Turn right onto W Randolph St,Arrive at W Randolph St"
Heavy,0,1,09/06/2015 0:00,Sun,"Depart E Chestnut St toward N Michigan Ave,Depart E Chestnut St toward N Michigan Ave,Turn left onto N Michigan Ave,Turn right onto E Wacker Dr,Keep straight onto W Wacker Dr,Bear left onto N Wacker Dr,Turn right onto W Randolph St,Arrive at W Randolph St"
Heavy,0,1,09/07/2015 0:00,Mon,"Depart E Chestnut St toward N Michigan Ave,Depart E Chestnut St toward N Michigan Ave,Turn left onto N Michigan Ave,Turn right onto E Wacker Dr,Keep straight onto W Wacker Dr,Bear left onto N Wacker Dr,Turn right onto W Randolph St,Arrive at W Randolph St"
Heavy,0,1,09/08/2015 0:00,Tue,"Depart E Chestnut St toward N Michigan Ave,Depart E Chestnut St toward N Michigan Ave,Turn left onto N Michigan Ave,Turn right onto E Wacker Dr,Keep straight onto W Wacker Dr,Bear left onto N Wacker Dr,Turn right onto W Randolph St,Arrive at W Randolph St"
Heavy,0,1,09/09/2015 0:00,Wed,"Depart E Chestnut St toward N Michigan Ave,Depart E Chestnut St toward N Michigan Ave,Turn left onto N Michigan Ave,Turn right onto E Wacker Dr,Keep straight onto W Wacker Dr,Bear left onto N Wacker Dr,Turn right onto W Randolph St,Arrive at W Randolph St"
Heavy,0,1,09/10/2015 0:00,Thu,"Depart E Chestnut St toward N Michigan Ave,Depart E Chestnut St toward N Michigan Ave,Turn left onto N Michigan Ave,Turn right onto E Wacker Dr,Keep straight onto W Wacker Dr,Bear left onto N Wacker Dr,Turn right onto W Randolph St,Arrive at W Randolph St"
Heavy,0,1,09/11/2015 0:00,Fri,"Depart E Chestnut St toward N Michigan Ave,Depart E Chestnut St toward N Michigan Ave,Turn left onto N Michigan Ave,Turn right onto E Wacker Dr,Keep straight onto W Wacker Dr,Bear left onto N Wacker Dr,Turn right onto W Randolph St,Arrive at W Randolph St"
Heavy,0,1,09/12/2015 0:00,Sat,"Depart E Chestnut St toward N Michigan Ave,Depart E Chestnut St toward N Michigan Ave,Turn left onto N Michigan Ave,Turn right onto E Wacker Dr,Keep straight onto W Wacker Dr,Bear left onto N Wacker Dr,Turn right onto W Randolph St,Arrive at W Randolph St"
Heavy,0,1,9/13/2015 00:00,Sun,"Depart E Chestnut St toward N Michigan Ave,Depart E Chestnut St toward N Michigan Ave,Turn left onto N Michigan Ave,Turn right onto E Wacker Dr,Keep straight onto W Wacker Dr,Bear left onto N Wacker Dr,Turn right onto W Randolph St,Arrive at W Randolph St"
Heavy,0,1,9/14/2015 00:00,Mon,"Depart E Chestnut St toward N Michigan Ave,Depart E Chestnut St toward N Michigan Ave,Turn left onto N Michigan Ave,Turn right onto E Wacker Dr,Keep straight onto W Wacker Dr,Bear left onto N Wacker Dr,Turn right onto W Randolph St,Arrive at W Randolph St"
Heavy,0,1,9/15/2015 00:00,Tue,"Depart E Chestnut St toward N Michigan Ave,Depart E Chestnut St toward N Michigan Ave,Turn left onto N Michigan Ave,Turn right onto E Wacker Dr,Keep straight onto W Wacker Dr,Bear left onto N Wacker Dr,Turn right onto W Randolph St,Arrive at W Randolph St"
Heavy,0,1,9/16/2015 00:00,Wed,"Depart E Chestnut St toward N Michigan Ave,Depart E Chestnut St toward N Michigan Ave,Turn left onto N Michigan Ave,Turn right onto E Wacker Dr,Keep straight onto W Wacker Dr,Bear left onto N Wacker Dr,Turn right onto W Randolph St,Arrive at W Randolph St"
Heavy,0,1,9/17/2015 00:00,Thu,"Depart E Chestnut St toward N Michigan Ave,Depart E Chestnut St toward N Michigan Ave,Turn left onto N Michigan Ave,Turn right onto E Wacker Dr,Keep straight onto W Wacker Dr,Bear left onto N Wacker Dr,Turn right onto W Randolph St,Arrive at W Randolph St"
Heavy,0,1,9/18/2015 00:00,Fri,"Depart E Chestnut St toward N Michigan Ave,Depart E Chestnut St toward N Michigan Ave,Turn left onto N Michigan Ave,Turn right onto E Wacker Dr,Keep straight onto W Wacker Dr,Bear left onto N Wacker Dr,Turn right onto W Randolph St,Arrive at W Randolph St"
Heavy,0,1,9/19/2015 00:00,Sat,"Depart E Chestnut St toward N Michigan Ave,Depart E Chestnut St toward N Michigan Ave,Turn left onto N Michigan Ave,Turn right onto E Wacker Dr,Keep straight onto W Wacker Dr,Bear left onto N Wacker Dr,Turn right onto W Randolph St,Arrive at W Randolph St"
Heavy,0,1,9/20/2015 00:00,Sun,"Depart E Chestnut St toward N Michigan Ave,Depart E Chestnut St toward N Michigan Ave,Turn left onto N Michigan Ave,Turn right onto E Wacker Dr,Keep straight onto W Wacker Dr,Bear left onto N Wacker Dr,Turn right onto W Randolph St,Arrive at W Randolph St"
Heavy,0,1,9/21/2015 00:00,Mon,"Depart E Chestnut St toward N Michigan Ave,Depart E Chestnut St toward N Michigan Ave,Turn left onto N Michigan Ave,Turn right onto E Wacker Dr,Keep straight onto W Wacker Dr,Bear left onto N Wacker Dr,Turn right onto W Randolph St,Arrive at W Randolph St"
Heavy,0,1,9/22/2015 00:00,Tue,"Depart E Chestnut St toward N Michigan Ave,Depart E Chestnut St toward N Michigan Ave,Turn left onto N Michigan Ave,Turn right onto E Wacker Dr,Keep straight onto W Wacker Dr,Bear left onto N Wacker Dr,Turn right onto W Randolph St,Arrive at W Randolph St"
Heavy,0,1,9/23/2015 00:00,Wed,"Depart E Chestnut St toward N Michigan Ave,Depart E Chestnut St toward N Michigan Ave,Turn left onto N Michigan Ave,Turn right onto E Wacker Dr,Keep straight onto W Wacker Dr,Bear left onto N Wacker Dr,Turn right onto W Randolph St,Arrive at W Randolph St"
Heavy,0,1,9/24/2015 00:00,Thu,"Depart E Chestnut St toward N Michigan Ave,Depart E Chestnut St toward N Michigan Ave,Turn left onto N Michigan Ave,Turn right onto E Wacker Dr,Keep straight onto W Wacker Dr,Bear left onto N Wacker Dr,Turn right onto W Randolph St,Arrive at W Randolph St"
Heavy,0,1,9/25/2015 00:00,Fri,"Depart E Chestnut St toward N Michigan Ave,Depart E Chestnut St toward N Michigan Ave,Turn left onto N Michigan Ave,Turn right onto E Wacker Dr,Keep straight onto W Wacker Dr,Bear left onto N Wacker Dr,Turn right onto W Randolph St,Arrive at W Randolph St"
Heavy,0,1,9/26/2015 00:00,Sat,"Depart E Chestnut St toward N Michigan Ave,Depart E Chestnut St toward N Michigan Ave,Turn left onto N Michigan Ave,Turn right onto E Wacker Dr,Keep straight onto W Wacker Dr,Bear left onto N Wacker Dr,Turn right onto W Randolph St,Arrive at W Randolph St"
Heavy,0,1,9/27/2015 00:00,Sun,"Depart E Chestnut St toward N Michigan Ave,Depart E Chestnut St toward N Michigan Ave,Turn left onto N Michigan Ave,Turn right onto E Wacker Dr,Keep straight onto W Wacker Dr,Bear left onto N Wacker Dr,Turn right onto W Randolph St,Arrive at W Randolph St"
Heavy,0,1,9/28/2015 00:00,Mon,"Depart E Chestnut St toward N Michigan Ave,Depart E Chestnut St toward N Michigan Ave,Turn left onto N Michigan Ave,Turn right onto E Wacker Dr,Keep straight onto W Wacker Dr,Bear left onto N Wacker Dr,Turn right onto W Randolph St,Arrive at W Randolph St"
Heavy,0,1,9/29/2015 00:00,Tue,"Depart E Chestnut St toward N Michigan Ave,Depart E Chestnut St toward N Michigan Ave,Turn left onto N Michigan Ave,Turn right onto E Wacker Dr,Keep straight onto W Wacker Dr,Bear left onto N Wacker Dr,Turn right onto W Randolph St,Arrive at W Randolph St"
Heavy,0,1,9/30/2015 00:00,Wed,"Depart E Chestnut St toward N Michigan Ave,Depart E Chestnut St toward N Michigan Ave,Turn left onto N Michigan Ave,Turn right onto E Wacker Dr,Keep straight onto W Wacker Dr,Bear left onto N Wacker Dr,Turn right onto W Randolph St,Arrive at W Randolph St"
Heavy,0,1,10/01/2015 0:00,Thu,"Depart E Chestnut St toward N Michigan Ave,Depart E Chestnut St toward N Michigan Ave,Turn left onto N Michigan Ave,Turn right onto E Wacker Dr,Keep straight onto W Wacker Dr,Bear left onto N Wacker Dr,Turn right onto W Randolph St,Arrive at W Randolph St"
Heavy,0,1,10/02/2015 0:00,Fri,"Depart E Chestnut St toward N Michigan Ave,Depart E Chestnut St toward N Michigan Ave,Turn left onto N Michigan Ave,Turn right onto E Wacker Dr,Keep straight onto W Wacker Dr,Bear left onto N Wacker Dr,Turn right onto W Randolph St,Arrive at W Randolph St"
Heavy,0,1,10/03/2015 0:00,Sat,"Depart E Chestnut St toward N Michigan Ave,Depart E Chestnut St toward N Michigan Ave,Turn left onto N Michigan Ave,Turn right onto E Wacker Dr,Keep straight onto W Wacker Dr,Bear left onto N Wacker Dr,Turn right onto W Randolph St,Arrive at W Randolph St"
Heavy,0,1,10/04/2015 0:00,Sun,"Depart E Chestnut St toward N Michigan Ave,Depart E Chestnut St toward N Michigan Ave,Turn left onto N Michigan Ave,Turn right onto E Wacker Dr,Keep straight onto W Wacker Dr,Bear left onto N Wacker Dr,Turn right onto W Randolph St,Arrive at W Randolph St"
Heavy,0,1,10/05/2015 0:00,Mon,"Depart E Chestnut St toward N Michigan Ave,Depart E Chestnut St toward N Michigan Ave,Turn left onto N Michigan Ave,Turn right onto E Wacker Dr,Keep straight onto W Wacker Dr,Bear left onto N Wacker Dr,Turn right onto W Randolph St,Arrive at W Randolph St"
Heavy,0,1,10/06/2015 0:00,Tue,"Depart E Chestnut St toward N Michigan Ave,Depart E Chestnut St toward N Michigan Ave,Turn left onto N Michigan Ave,Turn right onto E Wacker Dr,Keep straight onto W Wacker Dr,Bear left onto N Wacker Dr,Turn right onto W Randolph St,Arrive at W Randolph St"
Heavy,0,1,10/07/2015 0:00,Wed,"Depart E Chestnut St toward N Michigan Ave,Depart E Chestnut St toward N Michigan Ave,Turn left onto N Michigan Ave,Turn right onto E Wacker Dr,Keep straight onto W Wacker Dr,Bear left onto N Wacker Dr,Turn right onto W Randolph St,Arrive at W Randolph St"
Heavy,0,1,10/08/2015 0:00,Thu,"Depart E Chestnut St toward N Michigan Ave,Depart E Chestnut St toward N Michigan Ave,Turn left onto N Michigan Ave,Turn right onto E Wacker Dr,Keep straight onto W Wacker Dr,Bear left onto N Wacker Dr,Turn right onto W Randolph St,Arrive at W Randolph St"
Heavy,0,1,10/09/2015 0:00,Fri,"Depart E Chestnut St toward N Michigan Ave,Depart E Chestnut St toward N Michigan Ave,Turn left onto N Michigan Ave,Turn right onto E Wacker Dr,Keep straight onto W Wacker Dr,Bear left onto N Wacker Dr,Turn right onto W Randolph St,Arrive at W Randolph St"
Heavy,0,1,10/10/2015 0:00,Sat,"Depart E Chestnut St toward N Michigan Ave,Depart E Chestnut St toward N Michigan Ave,Turn left onto N Michigan Ave,Turn right onto E Wacker Dr,Keep straight onto W Wacker Dr,Bear left onto N Wacker Dr,Turn right onto W Randolph St,Arrive at W Randolph St"
Heavy,0,1,10/11/2015 0:00,Sun,"Depart E Chestnut St toward N Michigan Ave,Depart E Chestnut St toward N Michigan Ave,Turn left onto N Michigan Ave,Turn right onto E Wacker Dr,Keep straight onto W Wacker Dr,Bear left onto N Wacker Dr,Turn right onto W Randolph St,Arrive at W Randolph St"
Heavy,0,1,10/12/2015 0:00,Mon,"Depart E Chestnut St toward N Michigan Ave,Depart E Chestnut St toward N Michigan Ave,Turn left onto N Michigan Ave,Turn right onto E Wacker Dr,Keep straight onto W Wacker Dr,Bear left onto N Wacker Dr,Turn right onto W Randolph St,Arrive at W Randolph St"
Heavy,0,1,10/13/2015 00:00,Tue,"Depart E Chestnut St toward N Michigan Ave,Depart E Chestnut St toward N Michigan Ave,Turn left onto N Michigan Ave,Turn right onto E Wacker Dr,Keep straight onto W Wacker Dr,Bear left onto N Wacker Dr,Turn right onto W Randolph St,Arrive at W Randolph St"
Heavy,0,1,10/14/2015 00:00,Wed,"Depart E Chestnut St toward N Michigan Ave,Depart E Chestnut St toward N Michigan Ave,Turn left onto N Michigan Ave,Turn right onto E Wacker Dr,Keep straight onto W Wacker Dr,Bear left onto N Wacker Dr,Turn right onto W Randolph St,Arrive at W Randolph St"
Heavy,0,1,10/15/2015 00:00,Thu,"Depart E Chestnut St toward N Michigan Ave,Depart E Chestnut St toward N Michigan Ave,Turn left onto N Michigan Ave,Turn right onto E Wacker Dr,Keep straight onto W Wacker Dr,Bear left onto N Wacker Dr,Turn right onto W Randolph St,Arrive at W Randolph St"
Heavy,0,1,10/16/2015 00:00,Fri,"Depart E Chestnut St toward N Michigan Ave,Depart E Chestnut St toward N Michigan Ave,Turn left onto N Michigan Ave,Turn right onto E Wacker Dr,Keep straight onto W Wacker Dr,Bear left onto N Wacker Dr,Turn right onto W Randolph St,Arrive at W Randolph St"
Heavy,0,1,10/17/2015 00:00,Sat,"Depart E Chestnut St toward N Michigan Ave,Depart E Chestnut St toward N Michigan Ave,Turn left onto N Michigan Ave,Turn right onto E Wacker Dr,Keep straight onto W Wacker Dr,Bear left onto N Wacker Dr,Turn right onto W Randolph St,Arrive at W Randolph St"
Heavy,0,1,10/18/2015 00:00,Sun,"Depart E Chestnut St toward N Michigan Ave,Depart E Chestnut St toward N Michigan Ave,Turn left onto N Michigan Ave,Turn right onto E Wacker Dr,Keep straight onto W Wacker Dr,Bear left onto N Wacker Dr,Turn right onto W Randolph St,Arrive at W Randolph St"
Heavy,0,1,10/19/2015 00:00,Mon,"Depart E Chestnut St toward N Michigan Ave,Depart E Chestnut St toward N Michigan Ave,Turn left onto N Michigan Ave,Turn right onto E Wacker Dr,Keep straight onto W Wacker Dr,Bear left onto N Wacker Dr,Turn right onto W Randolph St,Arrive at W Randolph St"
Heavy,0,1,10/20/2015 00:00,Tue,"Depart E Chestnut St toward N Michigan Ave,Depart E Chestnut St toward N Michigan Ave,Turn left onto N Michigan Ave,Turn right onto E Wacker Dr,Keep straight onto W Wacker Dr,Bear left onto N Wacker Dr,Turn right onto W Randolph St,Arrive at W Randolph St"
Heavy,0,1,10/21/2015 00:00,Wed,"Depart E Chestnut St toward N Michigan Ave,Depart E Chestnut St toward N Michigan Ave,Turn left onto N Michigan Ave,Turn right onto E Wacker Dr,Keep straight onto W Wacker Dr,Bear left onto N Wacker Dr,Turn right onto W Randolph St,Arrive at W Randolph St"
Heavy,0,1,10/22/2015 00:00,Thu,"Depart E Chestnut St toward N Michigan Ave,Depart E Chestnut St toward N Michigan Ave,Turn left onto N Michigan Ave,Turn right onto E Wacker Dr,Keep straight onto W Wacker Dr,Bear left onto N Wacker Dr,Turn right onto W Randolph St,Arrive at W Randolph St"
Heavy,0,1,10/23/2015 00:00,Fri,"Depart E Chestnut St toward N Michigan Ave,Depart E Chestnut St toward N Michigan Ave,Turn left onto N Michigan Ave,Turn right onto E Wacker Dr,Keep straight onto W Wacker Dr,Bear left onto N Wacker Dr,Turn right onto W Randolph St,Arrive at W Randolph St"
Heavy,0,1,10/24/2015 00:00,Sat,"Depart E Chestnut St toward N Michigan Ave,Depart E Chestnut St toward N Michigan Ave,Turn left onto N Michigan Ave,Turn right onto E Wacker Dr,Keep straight onto W Wacker Dr,Bear left onto N Wacker Dr,Turn right onto W Randolph St,Arrive at W Randolph St"
Heavy,0,1,10/25/2015 00:00,Sun,"Depart E Chestnut St toward N Michigan Ave,Depart E Chestnut St toward N Michigan Ave,Turn left onto N Michigan Ave,Turn right onto E Wacker Dr,Keep straight onto W Wacker Dr,Bear left onto N Wacker Dr,Turn right onto W Randolph St,Arrive at W Randolph St"
Heavy,0,1,10/26/2015 00:00,Mon,"Depart E Chestnut St toward N Michigan Ave,Depart E Chestnut St toward N Michigan Ave,Turn left onto N Michigan Ave,Turn right onto E Wacker Dr,Keep straight onto W Wacker Dr,Bear left onto N Wacker Dr,Turn right onto W Randolph St,Arrive at W Randolph St"
Heavy,0,1,10/27/2015 00:00,Tue,"Depart E Chestnut St toward N Michigan Ave,Depart E Chestnut St toward N Michigan Ave,Turn left onto N Michigan Ave,Turn right onto E Wacker Dr,Keep straight onto W Wacker Dr,Bear left onto N Wacker Dr,Turn right onto W Randolph St,Arrive at W Randolph St"
Heavy,0,1,10/28/2015 00:00,Wed,"Depart E Chestnut St toward N Michigan Ave,Depart E Chestnut St toward N Michigan Ave,Turn left onto N Michigan Ave,Turn right onto E Wacker Dr,Keep straight onto W Wacker Dr,Bear left onto N Wacker Dr,Turn right onto W Randolph St,Arrive at W Randolph St"
Heavy,0,1,10/29/2015 00:00,Thu,"Depart E Chestnut St toward N Michigan Ave,Depart E Chestnut St toward N Michigan Ave,Turn left onto N Michigan Ave,Turn right onto E Wacker Dr,Keep straight onto W Wacker Dr,Bear left onto N Wacker Dr,Turn right onto W Randolph St,Arrive at W Randolph St"
